AirportID,IATACode,ICAOCode,Name,LocationID,CreatedAt,UpdatedAt
2447,QPE,JACJ,Hopkins-Aguirre Airport,1356085735,1747274439,1747274439
2448,WFZ,,"Acosta, Jensen and Cole Airport",1688530993,1747274439,1747274439
2449,ZHK,KSCG,Robbins Group Airport,1356329874,1747274439,1747274439
2450,NAM,DWJV,Hendricks PLC Airport,1356862755,1747274439,1747274439
2451,HQY,XIMH,"Sanchez, Valdez and Campos Airport",1792790868,1747274439,1747274439
2452,GGN,BVKT,Flores Inc Airport,1484531785,1747274439,1747274439
2453,IZU,KZZL,Wilson-Clark Airport,1788810522,1747274439,1747274439
2454,BHR,KLRO,King-Juarez Airport,1356294396,1747274439,1747274439
2455,MMT,WREA,"Johnson, Freeman and Morales Airport",1250831814,1747274439,1747274439
2456,ATX,WHCP,Smith and Sons Airport,1156218941,1747274439,1747274439
2457,KSS,YXDZ,Wood-Hill Airport,1484516807,1747274439,1747274439
2458,HOD,UOSZ,Cisneros-Lambert Airport,1608571163,1747274439,1747274439
2459,SPI,YMIY,Pitts-Mccall Airport,1156775872,1747274439,1747274439
2460,OYS,APDS,Richardson-Estes Airport,1688536735,1747274439,1747274439
2461,BCD,HYQY,Martin and Sons Airport,1356002009,1747274439,1747274439
2462,JTW,GPOW,Simmons LLC Airport,1304094556,1747274439,1747274439
2463,QQK,PQVD,"Brown, Bailey and Gregory Airport",1840020244,1747274439,1747274439
2464,BSB,AGGF,Bennett PLC Airport,1826540290,1747274439,1747274439
2465,WLA,EOPT,Gomez Group Airport,1887522445,1747274439,1747274439
2466,HJW,UMSS,"Marsh, Ray and Jackson Airport",1840008886,1747274439,1747274439
2467,LHU,AHBR,King-Klein Airport,1450796220,1747274439,1747274439
2468,ULW,,"Lowery, Russell and Miller Airport",1840001915,1747274439,1747274439
2469,GQB,KHCP,"Cox, Turner and Smith Airport",1032360742,1747274439,1747274439
2470,NFK,,"Klein, Tanner and Alvarez Airport",1764718877,1747274439,1747274439
2471,XZZ,VAMG,Beck-Hernandez Airport,1214963330,1747274439,1747274439
2472,BUN,KXIP,"Li, Moody and Jones Airport",1608081438,1747274439,1747274439
2473,KQK,PECW,Lam-Oliver Airport,1380849890,1747274439,1747274439
2474,RFZ,INMY,"Nunez, Bridges and Cox Airport",1616448418,1747274439,1747274439
2475,QXJ,GQYA,Swanson Group Airport,1804361206,1747274439,1747274439
2476,IRE,,Campbell-Acosta Airport,1724567421,1747274439,1747274439
2477,FXD,XOEA,Robinson-Cruz Airport,1818962685,1747274439,1747274439
2478,ENL,CQXS,"Gonzalez, Morgan and Nixon Airport",1840152742,1747274439,1747274439
2479,MWQ,AZNX,"Nguyen, Nelson and Morris Airport",1643239180,1747274439,1747274439
2480,UGQ,KAAZ,Jones-Murphy Airport,1380962428,1747274439,1747274439
2481,WUA,LHSG,"Gould, Shepherd and Hess Airport",1156849293,1747274439,1747274439
2482,ZUU,KNLA,"Turner, Jackson and Williams Airport",1608600962,1747274439,1747274439
2483,GMF,,Morris Ltd Airport,1706819798,1747274439,1747274439
2484,VKQ,ZVDU,Barrera-Roy Airport,1276972262,1747274439,1747274439
2485,YKK,OAON,Nolan Ltd Airport,1724441974,1747274439,1747274439
2486,ZWX,MDHS,"Holland, Pugh and Oneill Airport",1356065859,1747274439,1747274439
2487,GHV,IGSD,"Jones, White and Smith Airport",1276329981,1747274439,1747274439
2488,BVI,,"Stephens, Burton and Walker Airport",1392003510,1747274439,1747274439
2489,DIV,NFTO,Mccoy-Mckenzie Airport,1840011331,1747274439,1747274439
2490,AJD,YYYP,Harris-Austin Airport,1376739486,1747274439,1747274439
2491,CLT,QDBD,Glass Group Airport,1826529962,1747274439,1747274439
2492,YMJ,,"Alexander, Jones and West Airport",1376017086,1747274439,1747274439
2493,ACO,ZNCJ,"Ferguson, Meza and Peterson Airport",1124158530,1747274439,1747274439
2494,TKE,QNMJ,Kelly Group Airport,1608166320,1747274439,1747274439
2495,MMY,KIPG,"Green, Rocha and Turner Airport",1356126953,1747274439,1747274439
2496,UED,PXCJ,"Bartlett, Smith and Newman Airport",1352098424,1747274439,1747274439
2497,WGB,OZSB,Cohen LLC Airport,1076969631,1747274439,1747274439
2498,KPN,VOJR,Hudson-Rodgers Airport,1840015125,1747274439,1747274439
2499,DIL,NCCO,Schwartz Group Airport,1204710462,1747274439,1747274439
2500,WSQ,VXUH,Rhodes-May Airport,1051586680,1747274439,1747274439
2501,MCW,GNYR,"Young, Crawford and Bradley Airport",1608974097,1747274439,1747274439
2502,VAG,TIDO,"Dennis, Watson and Saunders Airport",1704902932,1747274439,1747274439
2503,QXL,LYXF,Palmer-Cox Airport,1512004977,1747274439,1747274439
2504,UXC,DLOZ,Parks-Wise Airport,1643884797,1747274439,1747274439
2505,MDD,YRWK,Miller Ltd Airport,1032956544,1747274439,1747274439
2506,CHX,GGCH,Brown-Kennedy Airport,1348531339,1747274439,1747274439
2507,WHZ,,"Schaefer, Davis and Morales Airport",1250978859,1747274439,1747274439
2508,ZEC,,Henson-Herrera Airport,1276360393,1747274439,1747274439
2509,ZTI,FWAU,Campbell-Patel Airport,1643294187,1747274439,1747274439
2510,FMM,JIMA,Moore Group Airport,1756009086,1747274439,1747274439
2511,RUJ,,"Webb, Newton and Gross Airport",1076069666,1747274439,1747274439
2512,NTH,FUUB,Ward-Ford Airport,1840010579,1747274439,1747274439
2513,WFM,CZHM,Turner and Sons Airport,1840081809,1747274439,1747274439
2514,KPD,,Graham Inc Airport,1400505859,1747274439,1747274439
2515,RFV,DCHF,"Hernandez, Mckay and Shaw Airport",1558217117,1747274439,1747274439
2516,RMK,AKKE,Lowe-Nelson Airport,1804468272,1747274439,1747274439
2517,OWW,LEMM,Ellis-Edwards Airport,1276800921,1747274439,1747274439
2518,VRB,UJMT,Hayes-Smith Airport,1268442763,1747274439,1747274439
2519,AXU,,"Brown, Nielsen and Marshall Airport",1156109964,1747274439,1747274439
2520,LIR,,Hale Ltd Airport,1643556564,1747274439,1747274439
2521,XBA,BOVQ,Perez Inc Airport,1840015099,1747274439,1747274439
2522,BWS,KUNP,Barnett Group Airport,1724678120,1747274439,1747274439
2523,YMV,IIWH,Bradshaw-Mitchell Airport,1608314719,1747274439,1747274439
2524,SZU,VISK,"Harvey, Adams and Patel Airport",1356863929,1747274439,1747274439
2525,MTQ,,"Tran, Wang and Reyes Airport",1504670713,1747274439,1747274439
2526,TLA,DWEG,Salinas Ltd Airport,1840019218,1747274439,1747274439
2527,SGJ,,"Galloway, Mcclain and Campbell Airport",1076106138,1747274439,1747274439
2528,IXB,GRZY,Rodriguez-Murphy Airport,1504839995,1747274439,1747274439
2529,BDC,LETK,Brown-York Airport,1356427908,1747274439,1747274439
2530,NPH,,Saunders-Miller Airport,1862054455,1747274439,1747274439
2531,JTM,ZSEA,Sawyer PLC Airport,1862794619,1747274439,1747274439
2532,OUD,,Morris-Hernandez Airport,1104227154,1747274439,1747274439
2533,XLS,BHVI,"Martin, Davis and Brown Airport",1643554430,1747274439,1747274439
2534,IQY,GFHA,Marquez LLC Airport,1840028376,1747274439,1747274439
2535,ULR,,"Baird, Dyer and Andrews Airport",1276375352,1747274439,1747274439
2536,OZV,XBCQ,Moreno LLC Airport,1840002785,1747274439,1747274439
2537,POB,,Galvan PLC Airport,1356409760,1747274439,1747274439
2538,GDN,EYNZ,Freeman LLC Airport,1392655829,1747274439,1747274439
2539,HAP,,Soto Ltd Airport,1380610336,1747274439,1747274439
2540,ESH,,Bean Group Airport,1356978414,1747274439,1747274439
2541,PAG,XUMK,Garcia-Sullivan Airport,1616312023,1747274439,1747274439
2542,PKO,MKZY,Chen and Sons Airport,1356267504,1747274439,1747274439
2543,OQQ,,"Peterson, Wong and Wong Airport",1524315710,1747274439,1747274439
2544,WIC,NNAG,Sellers-Anthony Airport,1364200979,1747274439,1747274439
2545,XXR,EEOP,Ferguson-Hernandez Airport,1076368194,1747274439,1747274439
2546,CRK,BMNR,"Richards, Collins and Mitchell Airport",1024128946,1747274439,1747274439
2547,IOV,,Hutchinson Inc Airport,1826902664,1747274439,1747274439
2548,ISA,,Alexander Inc Airport,1608781251,1747274439,1747274439
2549,YKG,CJFG,Lane-Morris Airport,1124529064,1747274439,1747274439
2550,HIK,XVRU,Stephens-Green Airport,1380003044,1747274439,1747274439
2551,VPD,,Garcia-Greene Airport,1840149061,1747274439,1747274439
2552,SOM,CRCR,"Bennett, Lopez and Bailey Airport",1840037039,1747274439,1747274439
2553,JRA,ESMK,York PLC Airport,1608952649,1747274439,1747274439
2554,XPT,NAYO,Weiss-Guzman Airport,1417565816,1747274439,1747274439
2555,IQE,,"Williams, Aguilar and Lynch Airport",1356978385,1747274439,1747274439
2556,UNZ,,Gray Ltd Airport,1704997098,1747274439,1747274439
2557,QEZ,,"Gonzalez, Sanchez and Hill Airport",1528127651,1747274439,1747274439
2558,TRT,,Moore PLC Airport,1364865107,1747274439,1747274439
2559,TVG,LVUI,Martinez-Salazar Airport,1076829229,1747274439,1747274439
2560,TEW,NYTA,Jones-Smith Airport,1356570809,1747274439,1747274439
2561,FDF,,Smith Inc Airport,1598405100,1747274439,1747274439
2562,VPH,RHVB,Martin-Burns Airport,1380752236,1747274439,1747274439
2563,AQX,AGDS,"Garcia, Freeman and Barry Airport",1100464208,1747274439,1747274439
2564,GFB,SCOM,Sexton-Rice Airport,1392003335,1747274439,1747274439
2565,ESJ,IIIX,Sullivan Ltd Airport,1840007449,1747274439,1747274439
2566,IRW,,Murphy-Miller Airport,1840004206,1747274439,1747274439
2567,XJF,UPTR,Taylor-Martin Airport,1170891728,1747274439,1747274439
2568,NHD,LSSN,Hall-Bauer Airport,1276951356,1747274439,1747274439
2569,WDC,,Mckinney Ltd Airport,1392003376,1747274439,1747274439
2570,RLU,FUSW,Nelson Inc Airport,1705839708,1747274439,1747274439
2571,WNV,,Adams LLC Airport,1840019648,1747274439,1747274439
2572,MON,PDQP,"Hogan, King and Berry Airport",1840010721,1747274439,1747274439
2573,IPA,JKTY,"Williams, Henson and Ochoa Airport",1276349515,1747274439,1747274439
2574,GLA,,"Jackson, Santiago and Mitchell Airport",1170046469,1747274439,1747274439
2575,GCW,,Taylor Group Airport,1826746532,1747274439,1747274439
2576,EUB,DLCI,Walsh Group Airport,1498334915,1747274439,1747274439
2577,MBP,VEJI,Pham Group Airport,1826356095,1747274439,1747274439
2578,ASN,UCHD,Vazquez-Cross Airport,1840002441,1747274439,1747274439
2579,FWD,,Anderson-Hernandez Airport,1036073093,1747274439,1747274439
2580,EBP,ARCW,"Stewart, Meyers and Rodriguez Airport",1756393402,1747274439,1747274439
2581,LVT,WPCV,Gonzalez Group Airport,1356553966,1747274439,1747274439
2582,AYR,IHJB,Zamora-Johnson Airport,1392003439,1747274439,1747274439
2583,JRK,HIVL,Wilson and Sons Airport,1643898157,1747274439,1747274439
2584,SYM,,Rivas Group Airport,1156421555,1747274439,1747274439
2585,ARL,NATH,"Thompson, Lynn and Moore Airport",1076967858,1747274439,1747274439
2586,ESB,MOTU,Sullivan-Larson Airport,1012263841,1747274439,1747274439
2587,EYH,MZOB,Burton-Downs Airport,1380724785,1747274439,1747274439
2588,IWD,XQOI,Lindsey PLC Airport,1840003102,1747274439,1747274439
2589,ZRY,PMWA,Randall-Blake Airport,1231766002,1747274439,1747274439
2590,PKH,,Gordon-Kim Airport,1356653209,1747274439,1747274439
2591,VAR,SSUA,Rodriguez-Robinson Airport,1840001673,1747274439,1747274439
2592,RCJ,,Glover LLC Airport,1380265519,1747274439,1747274439
2593,VRI,OPAA,Vasquez-Richards Airport,1300400935,1747274439,1747274439
2594,MQS,QOSN,Stanley Group Airport,1484303338,1747274439,1747274439
2595,KMR,AXDA,Kline LLC Airport,1191502082,1747274439,1747274439
2596,TVK,,Walsh-Mcdonald Airport,1076617885,1747274439,1747274439
2597,FPX,BEEB,Oliver-Fischer Airport,1764087780,1747274439,1747274439
2598,EXR,NGGX,White-George Airport,1504140319,1747274439,1747274439
2599,FAP,,Anderson-Patel Airport,1250709918,1747274439,1747274439
2600,LRG,TPKA,Brown-Dean Airport,1484742902,1747274439,1747274439
2601,BGM,KDQT,"Dalton, Henry and Ramos Airport",1862497585,1747274439,1747274439
2602,YQQ,WMWG,Coleman-Bell Airport,1276898175,1747274439,1747274439
2603,CZR,,Patel-Day Airport,1076704575,1747274439,1747274439
2604,VQB,LSGV,Mcgrath-Lang Airport,1826066553,1747274439,1747274439
2605,WBM,KXAX,"Guerrero, Harris and Cabrera Airport",1356232290,1747274439,1747274439
2606,HJF,EGLV,"Mccoy, Lewis and Bowen Airport",1840008349,1747274439,1747274439
2607,HAQ,VSMH,Bell-Rodriguez Airport,1012018384,1747274439,1747274439
2608,SVE,VMZS,"Holmes, Bennett and Scott Airport",1840000440,1747274439,1747274439
2609,HWN,,Watkins Inc Airport,1498104958,1747274439,1747274439
2610,IWS,UHMT,Wong Inc Airport,1450165876,1747274439,1747274439
2611,VUF,OMJU,"Mcdonald, Jones and Knight Airport",1484208664,1747274439,1747274439
2612,NSX,,Stanley Inc Airport,1840001327,1747274439,1747274439
2613,AEK,WZPD,Cruz-Wood Airport,1704851701,1747274439,1747274439
2614,VVV,TJGF,"Alvarado, Savage and Berger Airport",1466951632,1747274439,1747274439
2615,CZO,OTZY,Lewis LLC Airport,1840087347,1747274439,1747274439
2616,PBL,BLBZ,"Jackson, Kelly and Gamble Airport",1392099278,1747274439,1747274439
2617,XMZ,TWSL,"Patterson, Scott and Williams Airport",1036830397,1747274439,1747274439
2618,JLO,AOQA,Jones-Montgomery Airport,1840018409,1747274439,1747274439
2619,DQG,KUQK,"Horton, Koch and Smith Airport",1380853307,1747274439,1747274439
2620,NFN,UTVO,Cross Inc Airport,1192879612,1747274439,1747274439
2621,SUV,GTYT,Garcia-Donaldson Airport,1616448367,1747274439,1747274439
2622,LSP,OKHB,Parker and Sons Airport,1031124487,1747274439,1747274439
2623,DQT,OCQQ,Garrison Ltd Airport,1643183370,1747274439,1747274439
2624,IUS,,Johnson PLC Airport,1356587870,1747274439,1747274439
2625,YBX,,"Douglas, Hurley and Rojas Airport",1620555869,1747274439,1747274439
2626,LJY,VEWP,Phillips-Hunt Airport,1076772178,1747274439,1747274439
2627,FEK,GAVN,"Sullivan, Parker and Khan Airport",1788232663,1747274439,1747274439
2628,ONE,,Novak-Carrillo Airport,1840016198,1747274439,1747274439
2629,TZP,YUBT,Johnson Ltd Airport,1076887394,1747274439,1747274439
2630,OFQ,PHNI,Valdez-Bailey Airport,1840019346,1747274439,1747274439
2631,LNN,PKIF,Arnold-Henson Airport,1056640531,1747274439,1747274439
2632,KGJ,,Rodriguez-Jones Airport,1804948935,1747274439,1747274439
2633,MXA,JDEP,Adams Inc Airport,1860861355,1747274439,1747274439
2634,COJ,DXIG,"Bradley, Reed and Garrett Airport",1250825720,1747274439,1747274439
2635,WRE,,Snow LLC Airport,1540079351,1747274439,1747274439
2636,PVZ,ZHIV,"Anderson, Li and Thomas Airport",1764319884,1747274439,1747274439
2637,TDW,LLNF,Hodges Inc Airport,1840005666,1747274439,1747274439
2638,GPP,ZDNC,Jones Inc Airport,1380012817,1747274439,1747274439
2639,VGF,TASP,Rodriguez LLC Airport,1076696194,1747274439,1747274439
2640,RPK,GCBC,Miller Ltd Airport,1840020825,1747274439,1747274439
2641,BIP,CWRP,Kidd-Armstrong Airport,1356582103,1747274439,1747274439
2642,KLM,,"Johnson, King and Rosario Airport",1068969654,1747274439,1747274439
2643,ZXK,HGBS,Blake-Jordan Airport,1170702192,1747274439,1747274439
2644,ELF,NWLH,"Fleming, Jimenez and Bailey Airport",1076110124,1747274439,1747274439
2645,ZWF,DEEE,Beard LLC Airport,1152042866,1747274439,1747274439
2646,LPR,,Taylor and Sons Airport,1356167692,1747274439,1747274439
2647,EOW,UDQR,"Farmer, Edwards and Jones Airport",1170553154,1747274439,1747274439
2648,TWY,QGVH,White-Johnson Airport,1840081833,1747274439,1747274439
2649,ZQS,WNGE,Flynn Inc Airport,1356375341,1747274439,1747274439
2650,GAR,LHBG,"Rodriguez, Williams and Barber Airport",1484912284,1747274439,1747274439
2651,JQT,VQHS,Clark Ltd Airport,1860278182,1747274439,1747274439
2652,HTA,MVHO,"Miranda, Allison and Turner Airport",1356566230,1747274439,1747274439
2653,XYF,,Silva-Hester Airport,1840143543,1747274439,1747274439
2654,NRA,ZSPS,Gates-Wolf Airport,1392838148,1747274439,1747274439
2655,NSG,LCJQ,Morales Inc Airport,1450987919,1747274439,1747274439
2656,HIL,GVOP,Hamilton-Evans Airport,1608524035,1747274439,1747274439
2657,XPN,LBXF,Webb-Herrera Airport,1840147796,1747274439,1747274439
2658,ZRO,URUM,Miles Inc Airport,1076978207,1747274439,1747274439
2659,SRY,MLEE,Gray-Ware Airport,1356232319,1747274439,1747274439
2660,MCP,MOJP,Anderson and Sons Airport,1840004849,1747274439,1747274439
2661,DOZ,EGMD,"Sims, Romero and Howard Airport",1076751259,1747274439,1747274439
2662,NWF,,Ward-Phillips Airport,1380568677,1747274439,1747274439
2663,CSX,VEWZ,"Campbell, Mcdonald and Martin Airport",1608628412,1747274439,1747274439
2664,CUL,LJBK,"Howe, Murray and Gonzalez Airport",1188145328,1747274439,1747274439
2665,RSJ,CRQY,"Barnes, Hudson and Davis Airport",1340596273,1747274439,1747274439
2666,IOE,,"Hall, Moore and Martin Airport",1840003546,1747274439,1747274439
2667,AUH,BPXI,"Griffith, Chang and Wood Airport",1380846175,1747274439,1747274439
2668,WFE,NQOC,"Reynolds, Hudson and Rivera Airport",1031506159,1747274439,1747274439
2669,LNE,WKEC,Howard Group Airport,1012179843,1747274439,1747274439
2670,MYJ,DOYY,"Bennett, Carter and Gibson Airport",1178954827,1747274439,1747274439
2671,HNH,CEKB,Garza-Williams Airport,1840005045,1747274439,1747274439
2672,IKZ,,"Johns, Villanueva and Powell Airport",1504645333,1747274439,1747274439
2673,CEU,GYVW,Allen LLC Airport,1426816465,1747274439,1747274439
2674,VVM,PHNT,Krause-Kelly Airport,1478009046,1747274439,1747274439
2675,ZLF,VRUW,Walsh PLC Airport,1356834246,1747274439,1747274439
2676,FNF,,Chandler-Rocha Airport,1356230002,1747274439,1747274439
2677,YWE,IIYO,Torres-Moody Airport,1250306722,1747274439,1747274439
2678,VUB,PDHW,Cannon-Warner Airport,1643005496,1747274439,1747274439
2679,NBE,QDAV,Andrews LLC Airport,1356245678,1747274439,1747274439
2680,KNJ,EAED,"Day, Nunez and Williams Airport",1826334339,1747274439,1747274439
2681,JSL,ZJHE,"Clark, Bernard and Duarte Airport",1170751882,1747274439,1747274439
2682,ASO,KONE,Reyes-Fletcher Airport,1840001326,1747274439,1747274439
2683,TBN,,Allen-Murray Airport,1148787282,1747274439,1747274439
2684,KDQ,CEUU,"Phillips, Perez and Sanchez Airport",1076424384,1747274439,1747274439
2685,OHC,YQSA,"Briggs, Schmidt and Lane Airport",1600262669,1747274439,1747274439
2686,LWY,ARGT,Gutierrez Group Airport,1392003260,1747274439,1747274439
2687,NGM,TZYP,Martin-Cardenas Airport,1076667564,1747274439,1747274439
2688,LHW,EQDA,"Contreras, Hahn and Wood Airport",1032067440,1747274439,1747274439
2689,MGZ,KSJA,Singh-Davis Airport,1356161829,1747274439,1747274439
2690,DTB,XWYC,Hurley-Smith Airport,1756282407,1747274439,1747274439
2691,FAW,RILL,Hernandez Group Airport,1300107891,1747274439,1747274439
2692,UZY,WWRW,Brown-Nguyen Airport,1484014196,1747274439,1747274439
2693,ZTB,,"Mclaughlin, Hernandez and Perez Airport",1156195346,1747274439,1747274439
2694,BMI,,Hudson and Sons Airport,1356562036,1747274439,1747274439
2695,BSQ,TBLE,"Jones, Thomas and Ortiz Airport",1642122253,1747274439,1747274439
2696,RFX,FAKA,Ross and Sons Airport,1840000909,1747274439,1747274439
2697,NYR,QMGH,Carter LLC Airport,1434086011,1747274439,1747274439
2698,ATL,VYCN,"Hawkins, Murillo and Long Airport",1250126617,1747274439,1747274439
2699,TWF,YCEB,Guerrero-Matthews Airport,1012048717,1747274439,1747274439
2700,DJS,BLJH,Peterson Ltd Airport,1840035369,1747274439,1747274439
2701,UUR,STDQ,White and Sons Airport,1840002683,1747274439,1747274439
2702,MRT,FDYK,"Webb, Anderson and Conner Airport",1266295581,1747274439,1747274439
2703,TTC,SFHQ,"Gordon, Mendoza and Jones Airport",1528681564,1747274439,1747274439
2704,WUI,XEAL,Fleming Ltd Airport,1100820915,1747274439,1747274439
2705,BRD,WEWK,Flores PLC Airport,1170571210,1747274439,1747274439
2706,KZX,DPWZ,Ayala LLC Airport,1792118443,1747274439,1747274439
2707,NZS,ATLD,"Webb, May and Brown Airport",1324589428,1747274439,1747274439
2708,ITA,SYBC,"Washington, Gonzales and Jones Airport",1524196942,1747274439,1747274439
2709,RAQ,YBAM,Miller-Braun Airport,1276934554,1747274439,1747274439
2710,EGW,VFJK,Gibbs-Bell Airport,1840020167,1747274439,1747274439
2711,EIZ,ZHXI,"Murphy, Daniels and Smith Airport",1356236484,1747274439,1747274439
2712,TCC,VPDL,Robinson PLC Airport,1724386661,1747274439,1747274439
2713,WEU,ICFA,Benson Inc Airport,1076459266,1747274439,1747274439
2714,CHO,NXAV,Hall PLC Airport,1076470597,1747274439,1747274439
2715,KBK,,Webb-Davis Airport,1800420914,1747274439,1747274439
2716,XKW,RIMI,Sanders-Bowers Airport,1578500041,1747274439,1747274439
2717,UCD,,"Miller, Diaz and Atkins Airport",1704758756,1747274439,1747274439
2718,KSL,,Riddle-Anderson Airport,1124565089,1747274439,1747274439
2719,EEU,BAKG,Brown-Lindsey Airport,1356840356,1747274439,1747274439
2720,KAV,DUOF,Rosales LLC Airport,1392003498,1747274439,1747274439
2721,TOA,,"Hill, Mitchell and Wilson Airport",1760065014,1747274439,1747274439
2722,SBP,LFIZ,"Brady, Boyle and Mitchell Airport",1076530381,1747274439,1747274439
2723,ZAY,ZZOV,Wall Group Airport,1608454598,1747274439,1747274439
2724,RZI,TXWG,Gutierrez-Ingram Airport,1356872503,1747274439,1747274439
2725,PBM,ZFOU,Hayes LLC Airport,1276856142,1747274439,1747274439
2726,ZQD,,"Hernandez, Walker and Lee Airport",1428270898,1747274439,1747274439
2727,ANG,PVDY,Zimmerman PLC Airport,1840019381,1747274439,1747274439
2728,EEJ,NOUE,"Parker, Gibbs and Crawford Airport",1643598170,1747274439,1747274439
2729,YOI,BNBE,Garcia Group Airport,1180325896,1747274439,1747274439
2730,NGI,,Fernandez Ltd Airport,1356193015,1747274439,1747274439
2731,QJP,MIHN,Williams-Kelley Airport,1752230483,1747274439,1747274439
2732,HJJ,KQLM,Contreras Ltd Airport,1124607825,1747274439,1747274439
2733,XTM,YWTD,Stewart PLC Airport,1643598979,1747274439,1747274439
2734,UQA,DOIK,Vargas Inc Airport,1840005872,1747274439,1747274439
2735,UCO,VTPV,Choi Ltd Airport,1356078107,1747274439,1747274439
2736,IEC,,Davila PLC Airport,1616756713,1747274439,1747274439
2737,JJS,DNBH,"Barker, Stewart and Jones Airport",1528580352,1747274439,1747274439
2738,QUF,QLDC,Jensen-Hoover Airport,1120666970,1747274439,1747274439
2739,JUD,TSUP,Hall Inc Airport,1504516929,1747274439,1747274439
2740,TAA,VAVJ,Montoya Group Airport,1356638840,1747274439,1747274439
2741,LMN,VNCE,Chambers-Gonzalez Airport,1356813215,1747274439,1747274439
2742,OHO,RAGP,"Gutierrez, Hughes and Lewis Airport",1012763485,1747274439,1747274439
2743,PDP,,"Mann, Parker and Webb Airport",1392001653,1747274439,1747274439
2744,JQL,RUJR,Haney-Simpson Airport,1208000017,1747274439,1747274439
2745,HZH,OTVC,Phillips Inc Airport,1124244792,1747274439,1747274439
2746,GHX,,"Ortega, Clark and Garza Airport",1724617911,1747274439,1747274439
2747,WNA,,Logan-Medina Airport,1124000941,1747274439,1747274439
2748,ELZ,PMHZ,Johnson Inc Airport,1076235295,1747274439,1747274439
2749,VOC,JSBR,Bray Group Airport,1392003124,1747274439,1747274439
2750,BNG,OXRI,Kim Group Airport,1840019785,1747274439,1747274439
2751,IHF,UZHW,Baker Inc Airport,1724296769,1747274439,1747274439
2752,LGJ,GRGG,"Austin, Mcknight and Dunlap Airport",1356378133,1747274439,1747274439
2753,IEO,IUIF,Anderson LLC Airport,1356586478,1747274439,1747274439
2754,LTY,DNSR,"Benton, Bowman and Mason Airport",1250932353,1747274439,1747274439
2755,YJB,PKGP,Carter-Costa Airport,1788314375,1747274439,1747274439
2756,OHK,XNOQ,"Woods, Robinson and Orr Airport",1204184077,1747274439,1747274439
2757,JCQ,ILIU,Grimes PLC Airport,1156422073,1747274439,1747274439
2758,CNJ,RRRP,"Scott, James and Mayer Airport",1356314428,1747274439,1747274439
2759,AMX,NTYO,Allen-Holmes Airport,1792699814,1747274439,1747274439
2760,MSC,YPXR,Davis Inc Airport,1840019999,1747274439,1747274439
2761,HIC,AWZS,Lee-Jones Airport,1356095431,1747274439,1747274439
2762,PWO,YCEA,Long Ltd Airport,1417218150,1747274439,1747274439
2763,ENC,DQGG,Lopez-Pace Airport,1724416062,1747274439,1747274439
2764,SSF,,"Daniel, Wheeler and Miller Airport",1826679048,1747274439,1747274439
2765,ROD,MDTQ,"Dominguez, Fernandez and Pope Airport",1276120612,1747274439,1747274439
2766,NIN,,Gonzalez-Mason Airport,1250506554,1747274439,1747274439
2767,YBI,TSAK,"Jordan, Ward and May Airport",1426618526,1747274439,1747274439
2768,PSF,AFLC,Ayers LLC Airport,1356668631,1747274439,1747274439
2769,UZQ,BTLK,Higgins Group Airport,1192995527,1747274439,1747274439
2770,AJQ,,Pearson Inc Airport,1356371611,1747274439,1747274439
2771,DAM,JLNV,"Ross, Phillips and Burton Airport",1124478865,1747274439,1747274439
2772,YFS,DMRO,Reid-Haynes Airport,1756012839,1747274439,1747274439
2773,PNG,AORG,"Smith, Hicks and Rhodes Airport",1356934677,1747274439,1747274439
2774,PNI,HAPL,"Stephenson, Harris and Barajas Airport",1840015013,1747274439,1747274439
2775,NGA,VGSB,Stone Ltd Airport,1170680389,1747274439,1747274439
2776,DWS,LPDD,Fleming Ltd Airport,1724468727,1747274439,1747274439
2777,BPD,,Goodwin and Sons Airport,1356750787,1747274439,1747274439
2778,NSE,GORK,Salazar-Ryan Airport,1458515879,1747274439,1747274439
2779,SFT,FNMN,Montgomery-Williams Airport,1380649865,1747274439,1747274439
2780,RKT,SZWX,"Smith, Paul and Price Airport",1840019599,1747274439,1747274439
2781,YAJ,FHCX,Reynolds-King Airport,1356271843,1747274439,1747274439
2782,JYM,UHEX,"Short, Anderson and Fisher Airport",1643582706,1747274439,1747274439
2783,SAI,UHHN,Robertson PLC Airport,1686269931,1747274439,1747274439
2784,DWY,,Morton Group Airport,1484783192,1747274439,1747274439
2785,ADZ,KQSX,"Martinez, Robinson and Schmidt Airport",1276092377,1747274439,1747274439
2786,JXI,PHML,"Dean, Jacobs and Cooper Airport",1076323547,1747274439,1747274439
2787,MFA,YFKW,Perez PLC Airport,1031446987,1747274439,1747274439
2788,NYY,UNPH,Watson-Moore Airport,1804885566,1747274439,1747274439
2789,FSL,ZUNY,Klein-Klein Airport,1380490528,1747274439,1747274439
2790,URP,ROFP,Aguirre-David Airport,1710563315,1747274439,1747274439
2791,PRH,,Zhang-Russell Airport,1840017286,1747274439,1747274439
2792,GJF,OOHC,Mendoza and Sons Airport,1840000817,1747274439,1747274439
2793,KJJ,VVRZ,Long-Jones Airport,1554623632,1747274439,1747274439
2794,HSD,,Welch and Sons Airport,1840053500,1747274439,1747274439
2795,SCO,LOUS,Kelly PLC Airport,1156730460,1747274439,1747274439
2796,XFA,OUFA,Carr-Ramsey Airport,1170695532,1747274439,1747274439
