AirlineID,IATACode,ICAOCode,Name,Country,CreatedAt,UpdatedAt
132,NU,NHCI,Pope-Knight Airlines,Gambia,1747275368,1747275368
133,CG,ESQO,Landry Inc Airlines,Nicaragua,1747275368,1747275368
134,FY,UECK,Haynes-Butler Airlines,Brazil,1747275368,1747275368
135,AS,DHAN,Walker-Rowland Airlines,Syrian Arab Republic,1747275368,1747275368
136,RW,,Henson-Pitts Airlines,Djibouti,1747275368,1747275368
137,IZ,IJFP,Farmer-Cortez Airlines,Guinea-Bissau,1747275368,1747275368
138,VO,GGJO,Parks-Salas Airlines,Gibraltar,1747275368,1747275368
139,ZG,EGGC,"Townsend, Meyer and Clark Airlines",Mayotte,1747275368,1747275368
140,SR,FASJ,Davis Group Airlines,Nepal,1747275368,1747275368
141,PD,,Hernandez Ltd Airlines,Wallis and Futuna,1747275368,1747275368
142,NI,OKFC,"Hamilton, Mullins and Perez Airlines",Romania,1747275368,1747275368
143,CU,UPCL,Harvey-Blair Airlines,Somalia,1747275368,1747275368
144,RQ,UBPE,Young Ltd Airlines,Syrian Arab Republic,1747275368,1747275368
145,XX,TNIH,Krueger-Marsh Airlines,Antarctica (the territory South of 60 deg S),1747275368,1747275368
146,JC,HZCI,Shepard Ltd Airlines,Brunei Darussalam,1747275368,1747275368
147,XR,OEZL,"Ford, Meyer and Turner Airlines",Brazil,1747275368,1747275368
148,RH,NTGP,"Anderson, Bryant and Mccann Airlines",Japan,1747275368,1747275368
149,MU,KXKG,Collins-Wheeler Airlines,Anguilla,1747275368,1747275368
150,HE,ZKYK,"Miller, Griffin and Gaines Airlines",Liechtenstein,1747275368,1747275368
151,NK,JYGB,Hernandez-Thomas Airlines,American Samoa,1747275368,1747275368
152,LG,XARR,Lyons and Sons Airlines,Canada,1747275368,1747275368
153,AZ,,"Sanders, Harper and Taylor Airlines",Congo,1747275368,1747275368
154,AX,SMOF,Douglas and Sons Airlines,Tonga,1747275368,1747275368
155,TS,,Hansen-Rodriguez Airlines,Turkey,1747275368,1747275368
156,PR,BRHW,Tucker PLC Airlines,Israel,1747275368,1747275368
157,EF,,Hernandez Ltd Airlines,Thailand,1747275368,1747275368
158,FI,QTIR,"Myers, Young and Hogan Airlines",Malta,1747275368,1747275368
159,DF,,Hill-Gonzalez Airlines,Belgium,1747275368,1747275368
160,ED,OXOR,"Vincent, Owens and Powers Airlines",Czech Republic,1747275368,1747275368
161,QK,,Park and Sons Airlines,Ghana,1747275368,1747275368
162,LK,ZLRN,"Hicks, Jackson and Lee Airlines",Isle of Man,1747275368,1747275368
163,PL,SVUK,Clayton-Bell Airlines,Guernsey,1747275368,1747275368
164,XZ,ZYAT,Adams PLC Airlines,Burkina Faso,1747275368,1747275368
165,IY,TCOP,Ryan Inc Airlines,Nigeria,1747275368,1747275368
166,ZV,LGII,Haas-Jackson Airlines,Tajikistan,1747275368,1747275368
167,CP,MQGK,Moore and Sons Airlines,Seychelles,1747275368,1747275368
168,AW,VSXY,Brown-Jennings Airlines,Mexico,1747275368,1747275368
169,JB,KIAH,Macias-Mcpherson Airlines,Lebanon,1747275368,1747275368
170,FR,DRIH,Watson-Contreras Airlines,Monaco,1747275368,1747275368
171,PN,NVYB,King-Wallace Airlines,Panama,1747275368,1747275368
172,QF,ECGX,"Martinez, Carrillo and Davis Airlines",North Macedonia,1747275368,1747275368
173,VC,CIDS,Hart-Williams Airlines,Bouvet Island (Bouvetoya),1747275368,1747275368
174,HD,PZVR,Kelley PLC Airlines,Saint Pierre and Miquelon,1747275368,1747275368
175,NO,,"Dunn, Hill and Miles Airlines",Saint Martin,1747275368,1747275368
176,TA,JPUE,Gallagher-Vargas Airlines,Pitcairn Islands,1747275368,1747275368
177,YF,,Willis Group Airlines,Slovakia (Slovak Republic),1747275368,1747275368
178,RP,CFEN,Baker-Haynes Airlines,Bhutan,1747275368,1747275368
179,DP,ZIVD,Chapman Inc Airlines,Canada,1747275368,1747275368
180,CF,KVHV,Williams PLC Airlines,Mayotte,1747275368,1747275368
181,SG,XWUU,"Greer, Wilkinson and Bauer Airlines",Somalia,1747275368,1747275368
182,RR,DAIS,Carr LLC Airlines,Isle of Man,1747275368,1747275368
183,RC,YKNG,Lopez and Sons Airlines,Pakistan,1747275368,1747275368
184,PK,PEUR,Tran-Gregory Airlines,Saint Barthelemy,1747275368,1747275368
185,EK,,"Rice, Cruz and Jennings Airlines",Argentina,1747275368,1747275368
186,PM,,West-Bryan Airlines,Marshall Islands,1747275368,1747275368
187,UO,,Brooks Ltd Airlines,Benin,1747275368,1747275368
188,NH,LIPD,"Rios, Sims and Thomas Airlines",Japan,1747275368,1747275368
189,PW,VYJG,Dudley-Fleming Airlines,Angola,1747275368,1747275368
190,LQ,VGXF,Jones and Sons Airlines,Qatar,1747275368,1747275368
191,LM,VBBE,Figueroa-Schwartz Airlines,Seychelles,1747275368,1747275368
192,GC,KLHR,"Smith, Riley and Schneider Airlines",Liberia,1747275368,1747275368
193,ID,,Mason and Sons Airlines,Uzbekistan,1747275368,1747275368
194,FQ,XQXL,Perez and Sons Airlines,United States Virgin Islands,1747275368,1747275368
195,KV,BLTP,Calderon Inc Airlines,Tuvalu,1747275368,1747275368
196,QH,,"Rodriguez, James and Herman Airlines",Saint Kitts and Nevis,1747275368,1747275368
197,VE,,Barrera PLC Airlines,Sweden,1747275368,1747275368
198,UU,PKHP,"Smith, Lopez and Sanchez Airlines",Nauru,1747275368,1747275368
199,SW,ZOCT,Chavez LLC Airlines,Mayotte,1747275368,1747275368
200,UF,GAXF,Saunders Group Airlines,Estonia,1747275368,1747275368
201,DK,BLXH,Hall-Johnson Airlines,Seychelles,1747275368,1747275368
202,TK,FZHO,Hull-Burgess Airlines,Korea,1747275368,1747275368
203,LT,NLZW,"Washington, Jensen and Robertson Airlines",Dominica,1747275368,1747275368
204,CE,QVGH,Howard and Sons Airlines,Mongolia,1747275368,1747275368
205,XY,NQRM,"Anderson, Wood and Daniels Airlines",El Salvador,1747275368,1747275368
206,MH,FLYX,"Smith, Beasley and Kennedy Airlines",Ghana,1747275368,1747275368
207,OM,SJZF,Powell-Nelson Airlines,Singapore,1747275368,1747275368
208,PU,BKAJ,Gonzales-Murphy Airlines,Tonga,1747275368,1747275368
209,FK,PIWN,Torres Inc Airlines,Hungary,1747275368,1747275368
210,ZB,IBCZ,"Carter, Lewis and Rodriguez Airlines",Oman,1747275368,1747275368
211,WV,ADXN,"Davis, Bruce and Pittman Airlines",Samoa,1747275368,1747275368
212,MK,TTXD,"Medina, Griffin and Sanchez Airlines",Latvia,1747275368,1747275368
213,ZR,TKWK,Singh PLC Airlines,Ghana,1747275368,1747275368
214,EZ,FIZY,Wright PLC Airlines,Slovakia (Slovak Republic),1747275368,1747275368
215,PO,WXJE,Nicholson-Pitts Airlines,Dominica,1747275368,1747275368
216,MD,ZHFM,Chen PLC Airlines,Argentina,1747275368,1747275368
217,ST,QSQT,Carlson LLC Airlines,Saint Pierre and Miquelon,1747275368,1747275368
218,GX,,May-Parker Airlines,Puerto Rico,1747275368,1747275368
219,MO,OYWH,"Knapp, Burke and Roberts Airlines",Luxembourg,1747275368,1747275368
220,BQ,DSLE,Banks and Sons Airlines,Mauritius,1747275368,1747275368
221,UC,OCBI,Carpenter PLC Airlines,Cyprus,1747275368,1747275368
222,HU,AADH,"Diaz, Hardy and Villanueva Airlines",Reunion,1747275368,1747275368
223,BP,,"Collins, Robinson and Rojas Airlines",Poland,1747275368,1747275368
224,CQ,YVGC,"Ruiz, Oliver and Chapman Airlines",Bhutan,1747275368,1747275368
225,IT,LLOP,"Lewis, Ramirez and Crawford Airlines",North Macedonia,1747275368,1747275368
226,PX,RXEV,Duran-Banks Airlines,Guinea-Bissau,1747275368,1747275368
227,PS,,"Johnson, Hale and Williams Airlines",Central African Republic,1747275368,1747275368
228,ZQ,YHCH,"Wells, Rasmussen and May Airlines",Gambia,1747275368,1747275368
229,OA,ILCE,"Church, Gordon and Wade Airlines",Estonia,1747275368,1747275368
230,EO,NYDM,Evans Group Airlines,Belize,1747275368,1747275368
231,TE,,Johnson-Goodwin Airlines,Egypt,1747275368,1747275368
232,RE,CSOH,Wood and Sons Airlines,Dominican Republic,1747275368,1747275368
233,AQ,JJRR,"Bryan, Macias and Baker Airlines",South Africa,1747275368,1747275368
234,VG,EMUQ,"Hunter, Estrada and Wood Airlines",Cook Islands,1747275368,1747275368
235,AA,CXFX,Fisher-Stout Airlines,Jersey,1747275368,1747275368
236,TM,KQRA,"Torres, Small and Jones Airlines",Bahamas,1747275368,1747275368
237,GV,RFQR,Hayes PLC Airlines,Martinique,1747275368,1747275368
238,TC,PEON,Martin Group Airlines,Kazakhstan,1747275368,1747275368
239,EA,GZPX,Schmidt-Baker Airlines,Saint Lucia,1747275368,1747275368
240,JU,VRKF,"Esparza, Quinn and Melendez Airlines",United Arab Emirates,1747275368,1747275368
241,TY,EREX,"Forbes, Howell and Allen Airlines",Poland,1747275368,1747275368
242,SA,,"Haley, Cohen and Nelson Airlines",Cayman Islands,1747275368,1747275368
243,BI,AMEG,Young Inc Airlines,Saudi Arabia,1747275368,1747275368
244,YO,SADS,Hunter Ltd Airlines,Panama,1747275368,1747275368
245,MF,HLCE,Powers Group Airlines,Ireland,1747275368,1747275368
246,GM,,"Maldonado, Johnson and Bishop Airlines",Latvia,1747275368,1747275368
247,MZ,QWEF,"Garcia, Porter and Curry Airlines",Iceland,1747275368,1747275368
248,LC,,Gillespie and Sons Airlines,Cuba,1747275368,1747275368
249,AN,JKYS,"Carter, Ross and Mcfarland Airlines",Maldives,1747275368,1747275368
250,BJ,HFUB,Johnson and Sons Airlines,Swaziland,1747275368,1747275368
251,FV,VFFE,Carr Group Airlines,Palestinian Territory,1747275368,1747275368
252,LS,DRQF,Stephens-Oneal Airlines,Guernsey,1747275368,1747275368
253,AD,EUSA,Bell LLC Airlines,Japan,1747275368,1747275368
254,PF,TYOY,Thompson and Sons Airlines,Bolivia,1747275368,1747275368
255,ZD,ZODG,"Shepherd, Patterson and Franklin Airlines",Mayotte,1747275368,1747275368
256,IP,QBFX,Jones PLC Airlines,Portugal,1747275368,1747275368
257,GL,VRBX,"Conner, Martinez and Moody Airlines",Denmark,1747275368,1747275368
258,SP,OLZL,"Zimmerman, Manning and Shannon Airlines",Pakistan,1747275368,1747275368
259,RB,,Shaw Inc Airlines,Greece,1747275368,1747275368
260,WL,OTOZ,"Lopez, Walls and Miller Airlines",Togo,1747275368,1747275368
261,CC,UOXS,Rogers-Martinez Airlines,Micronesia,1747275368,1747275368
262,DL,,Rodriguez-Young Airlines,Nepal,1747275368,1747275368
263,MA,KAMZ,"Ortiz, Stevenson and Contreras Airlines",Burkina Faso,1747275368,1747275368
264,EJ,AQER,Golden-Curtis Airlines,United Kingdom,1747275368,1747275368
265,WU,QBYG,Bennett LLC Airlines,Austria,1747275368,1747275368
266,DQ,MIUO,Thornton Ltd Airlines,Uzbekistan,1747275368,1747275368
267,BU,PPTG,"Richmond, Henderson and Adams Airlines",Namibia,1747275368,1747275368
268,YR,PVLF,Hebert LLC Airlines,Bhutan,1747275368,1747275368
269,TD,SMHG,Rodriguez-Estrada Airlines,Falkland Islands (Malvinas),1747275368,1747275368
270,RL,BXXS,"Matthews, Floyd and Castro Airlines",Gambia,1747275368,1747275368
271,EV,NAAM,"Watson, Martinez and Jones Airlines",Martinique,1747275368,1747275368
272,HK,,"Peterson, Pruitt and Jackson Airlines",Antarctica (the territory South of 60 deg S),1747275368,1747275368
273,CD,MJKE,Kelly and Sons Airlines,Malaysia,1747275368,1747275368
274,KR,TKMU,"Roberts, Lawrence and Crane Airlines",Zimbabwe,1747275368,1747275368
275,QE,CVJJ,"Smith, Nguyen and Benson Airlines",Singapore,1747275368,1747275368
276,NC,QJUQ,"Dominguez, Hale and Woods Airlines",Sao Tome and Principe,1747275368,1747275368
277,WS,UKVA,Miller Inc Airlines,Svalbard & Jan Mayen Islands,1747275368,1747275368
278,XF,,Reese-Navarro Airlines,Togo,1747275368,1747275368
279,SD,PORQ,Hughes-Johnston Airlines,Chile,1747275368,1747275368
280,XL,WDTU,Allen-Martin Airlines,Australia,1747275368,1747275368
281,LW,FFMF,"Massey, Thomas and Jones Airlines",El Salvador,1747275368,1747275368
282,UW,OZRG,Robertson LLC Airlines,Palestinian Territory,1747275368,1747275368
283,NM,ZERB,Henderson-Chandler Airlines,Lithuania,1747275368,1747275368
284,UB,YAUH,Soto Ltd Airlines,Solomon Islands,1747275368,1747275368
285,XV,LPHP,"Hensley, Holland and Shelton Airlines",Mozambique,1747275368,1747275368
286,GZ,QLJP,Ortiz Group Airlines,Germany,1747275368,1747275368
287,WK,PUNT,"Adams, Cannon and Spears Airlines",Uruguay,1747275368,1747275368
288,QT,WGIE,Luna Inc Airlines,Saint Kitts and Nevis,1747275368,1747275368
289,AJ,BFOP,Reed-Jackson Airlines,Cape Verde,1747275368,1747275368
290,AO,ZWGL,Huffman-Cortez Airlines,Tonga,1747275368,1747275368
291,EL,QSJL,Lee Inc Airlines,Tanzania,1747275368,1747275368
292,VA,ESKJ,"Dean, Zimmerman and Jennings Airlines",Senegal,1747275368,1747275368
293,NL,AJTO,Hernandez-Adams Airlines,Cuba,1747275368,1747275368
294,GW,NDJL,Reid Group Airlines,Anguilla,1747275368,1747275368
295,DE,NIZB,Williams PLC Airlines,Uzbekistan,1747275368,1747275368
296,FN,NFWB,Franklin Inc Airlines,Austria,1747275368,1747275368
297,WH,KQJR,Morton-Clarke Airlines,Liechtenstein,1747275368,1747275368
298,YD,QFTT,"Rogers, Ritter and Sanders Airlines",Antarctica (the territory South of 60 deg S),1747275368,1747275368
299,BA,PLYV,Cook LLC Airlines,Indonesia,1747275368,1747275368
300,PY,,Page Ltd Airlines,Belgium,1747275368,1747275368
301,TW,KRRD,Boone Inc Airlines,Cayman Islands,1747275368,1747275368
302,JT,WURD,"Dunn, Valenzuela and Williams Airlines",Saint Helena,1747275368,1747275368
303,ME,WWPZ,"Luna, Hurley and Robinson Airlines",Kazakhstan,1747275368,1747275368
304,YX,,Beck LLC Airlines,Bahamas,1747275368,1747275368
305,AF,MFOA,Flores-Wood Airlines,Niue,1747275368,1747275368
306,XD,,"Galloway, Williams and Golden Airlines",Tunisia,1747275368,1747275368
307,VU,MZAC,Campbell Ltd Airlines,Maldives,1747275368,1747275368
308,IO,PRSS,Clark-Jacobson Airlines,Russian Federation,1747275368,1747275368
309,HP,ARQK,Owen LLC Airlines,Estonia,1747275368,1747275368
310,NA,,"Colon, Porter and Knox Airlines",Brazil,1747275368,1747275368
311,BT,QWXQ,Meyers Inc Airlines,Ethiopia,1747275368,1747275368
312,DJ,RLGS,Barker-Montgomery Airlines,Chad,1747275368,1747275368
313,KL,,Keith Inc Airlines,Svalbard & Jan Mayen Islands,1747275368,1747275368
314,OE,SFJH,Edwards-Rosario Airlines,Guadeloupe,1747275368,1747275368
315,EI,HYMG,Whitney-Powell Airlines,Romania,1747275368,1747275368
316,GK,OQAH,Dominguez PLC Airlines,Saint Helena,1747275368,1747275368
317,JI,BBLS,Hernandez-Bond Airlines,Yemen,1747275368,1747275368
318,YJ,TVWV,Brown-Swanson Airlines,Tonga,1747275368,1747275368
319,QL,,"Robinson, Hanson and Berry Airlines",Palestinian Territory,1747275368,1747275368
320,CL,ZRVR,King-Mcfarland Airlines,Belarus,1747275368,1747275368
321,NJ,ADES,Martinez-Grant Airlines,Azerbaijan,1747275368,1747275368
322,OB,BOYT,"Campbell, Ford and Hernandez Airlines",Solomon Islands,1747275368,1747275368
323,XG,RSUM,Johnson and Sons Airlines,Pitcairn Islands,1747275368,1747275368
324,RN,UCWR,Torres-Todd Airlines,Serbia,1747275368,1747275368
325,ET,,"Harrison, Norman and Wheeler Airlines",Belarus,1747275368,1747275368
326,IK,CCTX,Bennett-Smith Airlines,Burundi,1747275368,1747275368
327,LF,,"Delgado, Wilkins and Cantrell Airlines",Taiwan,1747275368,1747275368
328,EH,HJNH,"Robles, Sutton and Harris Airlines",Estonia,1747275368,1747275368
329,XI,IEMW,Ramos and Sons Airlines,Tunisia,1747275368,1747275368
330,WF,TZLR,"Bender, Diaz and Martin Airlines",Gambia,1747275368,1747275368
331,DR,MCCJ,Villegas LLC Airlines,Mexico,1747275368,1747275368
332,MS,MCAN,"Graham, Bush and Gallegos Airlines",Portugal,1747275368,1747275368
333,AL,HPGP,Owens-Bishop Airlines,Namibia,1747275368,1747275368
334,OF,NOXV,Morales-Barnett Airlines,Martinique,1747275368,1747275368
335,HX,JTYW,Green-Lee Airlines,Czech Republic,1747275368,1747275368
336,KY,MYRB,Rodriguez Inc Airlines,Uzbekistan,1747275368,1747275368
337,ML,YFAD,Matthews-Green Airlines,Luxembourg,1747275368,1747275368
338,KB,FRBU,"Owens, Miller and Lin Airlines",Malaysia,1747275368,1747275368
339,XN,TLXZ,"Garcia, Moore and Rose Airlines",Argentina,1747275368,1747275368
340,AP,JNDH,Castaneda Group Airlines,Isle of Man,1747275368,1747275368
341,KM,PTIL,"Stone, Vasquez and Smith Airlines",Australia,1747275368,1747275368
342,MX,ZTNZ,Hernandez-Romero Airlines,Pitcairn Islands,1747275368,1747275368
343,QS,GSZX,Gay-Mills Airlines,Uruguay,1747275368,1747275368
344,WP,FBFN,"Santos, Bishop and Yoder Airlines",Holy See (Vatican City State),1747275368,1747275368
345,VN,CSJN,Stevens-Hayden Airlines,Czech Republic,1747275368,1747275368
346,NE,JDQL,Goodman PLC Airlines,Myanmar,1747275368,1747275368
347,FL,LLSW,"Carpenter, Martinez and Park Airlines",Saint Helena,1747275368,1747275368
348,NF,OEEL,Arroyo PLC Airlines,Lithuania,1747275368,1747275368
349,XW,,"Holmes, Burke and Ortiz Airlines",South Africa,1747275368,1747275368
350,ZN,GIIV,"Hernandez, Anderson and Sloan Airlines",Luxembourg,1747275368,1747275368
351,OH,TVNF,Garcia-Golden Airlines,Saint Kitts and Nevis,1747275368,1747275368
352,AH,XGRM,"Parker, Weaver and Watts Airlines",Tajikistan,1747275368,1747275368
353,QC,ZLDC,"Hopkins, Meadows and Miller Airlines",Monaco,1747275368,1747275368
354,HT,,Gonzales-Blankenship Airlines,Palau,1747275368,1747275368
355,WG,SABK,Hansen-Hickman Airlines,Slovakia (Slovak Republic),1747275368,1747275368
356,BS,,Arnold and Sons Airlines,Guinea-Bissau,1747275368,1747275368
357,OV,UIDJ,Watkins-Knight Airlines,Namibia,1747275368,1747275368
358,CR,,"Dominguez, Smith and Kane Airlines",Armenia,1747275368,1747275368
359,RX,ZCGD,"Myers, Patel and Hood Airlines",Holy See (Vatican City State),1747275368,1747275368
360,HZ,BEFX,"Rowe, Anderson and Sharp Airlines",Sweden,1747275368,1747275368
361,JG,UBHV,Brandt PLC Airlines,Dominica,1747275368,1747275368
362,DH,QALA,Frost PLC Airlines,Netherlands Antilles,1747275368,1747275368
363,SZ,YBBP,Ramos-Haney Airlines,Congo,1747275368,1747275368
364,VD,SAMP,Fowler-Daniels Airlines,Cayman Islands,1747275368,1747275368
365,XT,BTBY,Johnson-Hall Airlines,Luxembourg,1747275368,1747275368
366,OO,EXNM,Lang-Galvan Airlines,Ghana,1747275368,1747275368
367,FA,MTXV,Perez-Jimenez Airlines,Niue,1747275368,1747275368
368,RV,,Wilkinson-Ramos Airlines,Saint Lucia,1747275368,1747275368
369,ON,,"Stewart, Boyd and Carter Airlines",Guernsey,1747275368,1747275368
370,RD,VZDR,Dean Group Airlines,Ukraine,1747275368,1747275368
371,IF,,Clark-Nelson Airlines,Puerto Rico,1747275368,1747275368
372,DM,KOXJ,"Bailey, Thornton and Moreno Airlines",Kyrgyz Republic,1747275368,1747275368
373,MB,QTFQ,Turner Ltd Airlines,Indonesia,1747275368,1747275368
374,RG,JFFD,Miller-Diaz Airlines,Israel,1747275368,1747275368
375,MV,KVNA,"Rubio, Zuniga and Brown Airlines",Canada,1747275368,1747275368
376,HA,WUFL,Young-Cannon Airlines,Tanzania,1747275368,1747275368
377,FW,,Nelson PLC Airlines,Hungary,1747275368,1747275368
378,WQ,ITCC,Watson LLC Airlines,Jamaica,1747275368,1747275368
379,FB,GFNG,Woods LLC Airlines,Korea,1747275368,1747275368
380,BC,,"Reynolds, Johnson and Bennett Airlines",Gambia,1747275368,1747275368
381,GI,,Ward Group Airlines,Georgia,1747275368,1747275368
382,RZ,FOME,Fischer-Dean Airlines,Iceland,1747275368,1747275368
383,DW,JPEB,Hawkins-Peterson Airlines,Saint Pierre and Miquelon,1747275368,1747275368
384,YN,LEGV,"Khan, Mays and Woodard Airlines",Turkmenistan,1747275368,1747275368
385,XM,JJEA,"Sanchez, Rogers and Roman Airlines",Maldives,1747275368,1747275368
386,HG,RODS,Moore-Baker Airlines,Angola,1747275368,1747275368
387,LZ,,"Roth, Thomas and Poole Airlines",Tuvalu,1747275368,1747275368
388,CT,UETG,"Santos, Howard and Marquez Airlines",Jersey,1747275368,1747275368
389,QZ,JGJR,Johnson Group Airlines,Yemen,1747275368,1747275368
390,VJ,CGTS,"Clark, Mcfarland and Schneider Airlines",Netherlands,1747275368,1747275368
391,KH,,Valdez-Gardner Airlines,Bouvet Island (Bouvetoya),1747275368,1747275368
392,BL,WCNN,"Hernandez, Haney and Walker Airlines",New Zealand,1747275368,1747275368
393,CY,ATGR,"Stephens, Stone and Kennedy Airlines",French Guiana,1747275368,1747275368
394,JD,,Wright-Pearson Airlines,Nauru,1747275368,1747275368
395,KG,WWIZ,"Reyes, Mercado and Ingram Airlines",Western Sahara,1747275368,1747275368
396,FD,ZUOV,Swanson PLC Airlines,Philippines,1747275368,1747275368
397,RY,FDTK,Hernandez-Moreno Airlines,Faroe Islands,1747275368,1747275368
398,SJ,,"Evans, Miles and Mitchell Airlines",Lesotho,1747275368,1747275368
399,TX,IYZT,Coleman and Sons Airlines,Korea,1747275368,1747275368
400,UP,XBII,Nelson PLC Airlines,Samoa,1747275368,1747275368
401,UT,QZOI,Buchanan and Sons Airlines,Svalbard & Jan Mayen Islands,1747275368,1747275368
402,NN,WAWI,Ballard-Paul Airlines,Timor-Leste,1747275368,1747275368
403,PB,MFQQ,"Zuniga, Schmitt and Flynn Airlines",Uzbekistan,1747275368,1747275368
404,ZS,GXGM,Farley PLC Airlines,Albania,1747275368,1747275368
405,UG,JOMB,Martinez LLC Airlines,Greece,1747275368,1747275368
406,DS,KEIU,White-Gonzalez Airlines,Benin,1747275368,1747275368
407,RS,PIUF,Lucas-Smith Airlines,Guam,1747275368,1747275368
408,QD,EACG,Horn-Santos Airlines,Georgia,1747275368,1747275368
409,GT,WZMU,Holmes-Rhodes Airlines,Tunisia,1747275368,1747275368
410,XA,,King-Brown Airlines,Mozambique,1747275368,1747275368
411,KF,YUQL,Oliver-Johnson Airlines,Trinidad and Tobago,1747275368,1747275368
412,KT,,Valencia-Garcia Airlines,Czech Republic,1747275368,1747275368
413,DD,,Brown-Atkins Airlines,Uzbekistan,1747275368,1747275368
414,RM,HPUS,"Robinson, Salinas and Smith Airlines",Antigua and Barbuda,1747275368,1747275368
415,NV,DTBL,Conner-Saunders Airlines,Comoros,1747275368,1747275368
416,VZ,,Scott Group Airlines,Oman,1747275368,1747275368
417,QX,GSEF,Andrade Inc Airlines,Nauru,1747275368,1747275368
418,JX,XPJW,"Combs, Montgomery and Peters Airlines",Mali,1747275368,1747275368
419,QI,ZYFX,Fox-Estrada Airlines,Belgium,1747275368,1747275368
420,GS,OCYF,"Brandt, Bruce and Martin Airlines",Guyana,1747275368,1747275368
421,JM,KFLY,Santos-Munoz Airlines,Azerbaijan,1747275368,1747275368
422,YZ,,Bowman-Hamilton Airlines,Northern Mariana Islands,1747275368,1747275368
423,CV,NZPC,Dorsey-Cordova Airlines,Grenada,1747275368,1747275368
424,TV,DDCD,Garrett-Hicks Airlines,British Virgin Islands,1747275368,1747275368
425,II,HXWH,Elliott PLC Airlines,Guadeloupe,1747275368,1747275368
426,ZO,WEHX,Rodriguez-Santiago Airlines,Papua New Guinea,1747275368,1747275368
427,EB,TEPS,"Salazar, Solomon and Wise Airlines",Cyprus,1747275368,1747275368
428,HW,QWMJ,Buckley-Brown Airlines,Norfolk Island,1747275368,1747275368
429,XS,WAZJ,Watkins Group Airlines,Austria,1747275368,1747275368
430,CZ,OKDP,Thompson Ltd Airlines,Guatemala,1747275368,1747275368
431,OC,ZYTY,Pierce PLC Airlines,Saint Lucia,1747275368,1747275368
432,NT,OCCY,"Norris, Armstrong and Fowler Airlines",Cape Verde,1747275368,1747275368
433,JL,JFLS,Smith-Cox Airlines,Zimbabwe,1747275368,1747275368
434,NP,,Peck and Sons Airlines,Barbados,1747275368,1747275368
435,IR,FJHF,"Khan, Young and Mathis Airlines",Swaziland,1747275368,1747275368
436,DI,,Diaz-Bishop Airlines,Afghanistan,1747275368,1747275368
437,PE,NJFN,"Moreno, Calderon and Cannon Airlines",British Virgin Islands,1747275368,1747275368
438,FE,KMXT,Reynolds Group Airlines,Somalia,1747275368,1747275368
439,AM,,Webb PLC Airlines,Nicaragua,1747275368,1747275368
440,KK,,"Gonzalez, Olson and Powell Airlines",Lao People's Democratic Republic,1747275368,1747275368
441,TR,CIPC,Jenkins-Alvarez Airlines,Mali,1747275368,1747275368
442,ND,PUIU,Glover Ltd Airlines,Ukraine,1747275368,1747275368
443,RJ,,Garrett Inc Airlines,Micronesia,1747275368,1747275368
444,UM,,Kim-Ross Airlines,Sri Lanka,1747275368,1747275368
445,TG,SCAX,Black Ltd Airlines,Palau,1747275368,1747275368
446,MT,GVOD,Park PLC Airlines,Paraguay,1747275368,1747275368
447,PG,IXHK,Butler Inc Airlines,New Caledonia,1747275368,1747275368
448,BW,PHFK,Reese-Tucker Airlines,Paraguay,1747275368,1747275368
449,GE,GQKN,"Graves, Bailey and Mccall Airlines",Albania,1747275368,1747275368
450,OW,,York-Myers Airlines,Central African Republic,1747275368,1747275368
451,EQ,ECOH,"Rivera, Yates and Adams Airlines",Azerbaijan,1747275368,1747275368
452,ZF,,"Ruiz, Sutton and Williams Airlines",Angola,1747275368,1747275368
453,FP,,Mcdowell-Mckee Airlines,Saint Vincent and the Grenadines,1747275368,1747275368
454,EW,,Campbell PLC Airlines,Benin,1747275368,1747275368
455,QJ,,Stevens Inc Airlines,Serbia,1747275368,1747275368
456,SN,HSKA,Brown PLC Airlines,Israel,1747275368,1747275368
457,VR,,Harvey-Huffman Airlines,Austria,1747275368,1747275368
458,KX,NTVI,"Wright, Schaefer and Reid Airlines",Saudi Arabia,1747275368,1747275368
459,GB,ZMBY,Garrett-Stanley Airlines,Cape Verde,1747275368,1747275368
460,CH,MJMC,"Parker, Porter and Stanley Airlines",Turkmenistan,1747275368,1747275368
461,HR,,"Owen, Fields and Baker Airlines",Turkey,1747275368,1747275368
462,MJ,BIFF,"Stewart, Fowler and Haley Airlines",Spain,1747275368,1747275368
463,QO,VMGI,Barnett-Day Airlines,Anguilla,1747275368,1747275368
464,FH,SMDG,Adams-Miller Airlines,Suriname,1747275368,1747275368
465,XC,FOVD,"Benson, Lara and Davis Airlines",Cocos (Keeling) Islands,1747275368,1747275368
466,AE,MMZC,"Sanchez, Bauer and Duarte Airlines",Cape Verde,1747275368,1747275368
467,EE,ROLM,Myers Ltd Airlines,Bulgaria,1747275368,1747275368
468,JK,,Church and Sons Airlines,Saint Lucia,1747275368,1747275368
469,VL,PIBD,"Ferguson, Sanford and Petersen Airlines",Germany,1747275368,1747275368
470,FO,,"Martin, Graves and Kelley Airlines",Guam,1747275368,1747275368
471,AU,GLBU,Obrien-Mcguire Airlines,Micronesia,1747275368,1747275368
472,HF,AIEE,Clark-Fisher Airlines,Vietnam,1747275368,1747275368
473,FX,SNNP,"Moore, Chavez and Rivera Airlines",Micronesia,1747275368,1747275368
