,AircraftID,RegistrationNumber,ICAOTypeCode,Model,Manufacturer,OwnerAirlineID,CreatedAt,UpdatedAt,ICAO,Capacity
947,948,CW-72099270,A20N,Airbus A320neo,Airbus,611,1747301388,1747301388,A20N,299
948,949,AD-05581753,AT45,Aerospatiale/Alenia ATR 42-500,Aerospatiale/Alenia,618,1747301388,1747301388,AT45,87
949,950,PS-80677450,A20N,Airbus A320neo,Airbus,545,1747301388,1747301388,A20N,299
950,951,AQ-26601500,AT73,Aerospatiale/Alenia ATR 72-211/-212,Aerospatiale/Alenia,145,1747301388,1747301388,AT73,35
951,952,UY-13973903,AN12,Antonov An-12,Antonov,326,1747301388,1747301388,AN12,207
952,953,WV-22386783,A319,Airbus A319,Airbus,633,1747301388,1747301388,A319,302
953,954,LV-92594300,A345,Airbus A340-500,Airbus,64,1747301388,1747301388,A345,251
954,955,UZ-82352004,B38M,Boeing 737 MAX 8,Boeing,131,1747301388,1747301388,B38M,242
955,956,TJ-59405973,A20N,Airbus A320neo,Airbus,585,1747301388,1747301388,A20N,299
956,957,YM-09034687,A318,Airbus A318,Airbus,353,1747301388,1747301388,A318,279
957,958,ST-64297416,A333,Airbus A330-300,Airbus,543,1747301388,1747301388,A333,230
958,959,WU-84126915,A339,Airbus A330-900,Airbus,184,1747301388,1747301388,A339,251
959,960,OA-66761097,B3XM,Boeing 737 MAX 10,Boeing,473,1747301388,1747301388,B3XM,335
960,961,OU-52638897,A321,Airbus A321,Airbus,312,1747301388,1747301388,A321,297
961,962,HU-45351796,A332,Airbus A330-200,Airbus,510,1747301388,1747301388,A332,156
962,963,ES-19416270,AT72,Aerospatiale/Alenia ATR 72-201/-202,Aerospatiale/Alenia,534,1747301388,1747301388,AT72,20
963,964,LQ-78835230,A359,Airbus A350-900,Airbus,124,1747301388,1747301388,A359,351
964,965,HC-73435575,AT45,Aerospatiale/Alenia ATR 42-500,Aerospatiale/Alenia,526,1747301388,1747301388,AT45,87
965,966,HW-80250107,AC90,Gulfstream/Rockwell (Aero) Turbo Commander 690,Gulfstream/Rockwell,313,1747301388,1747301388,AC90,194
966,967,JY-53416387,AT76,Aerospatiale/Alenia ATR 72-212A (600),Aerospatiale/Alenia,24,1747301388,1747301388,AT76,127
967,968,EU-41109235,A318,Airbus A318,Airbus,309,1747301388,1747301388,A318,279
968,969,RQ-23478061,ATP,British Aerospace ATP,British,583,1747301388,1747301388,ATP,134
969,970,EQ-97727920,AN32,Antonov An-32,Antonov,149,1747301388,1747301388,AN32,203
970,971,LP-08995336,A3ST,"Airbus A300-600ST ""Super Transporter"" / ""Beluga""",Airbus,421,1747301388,1747301388,A3ST,234
971,972,XH-71750675,A20N,Airbus A320neo,Airbus,132,1747301388,1747301388,A20N,299
972,973,DG-06239321,B39M,Boeing 737 MAX 9,Boeing,24,1747301388,1747301388,B39M,169
973,974,UC-05100037,B190,Beechcraft 1900,Beechcraft,86,1747301388,1747301388,B190,34
974,975,UA-74937132,AT73,Aerospatiale/Alenia ATR 72-211/-212,Aerospatiale/Alenia,579,1747301388,1747301388,AT73,35
975,976,OV-73632043,A3ST,"Airbus A300-600ST ""Super Transporter"" / ""Beluga""",Airbus,430,1747301388,1747301388,A3ST,234
976,977,YZ-63023975,A148,Antonov An-148,Antonov,478,1747301388,1747301388,A148,150
977,978,EX-40593560,AT75,Aerospatiale/Alenia ATR 72-212A (500),Aerospatiale/Alenia,125,1747301388,1747301388,AT75,200
978,979,EE-26516459,AT75,Aerospatiale/Alenia ATR 72-212A (500),Aerospatiale/Alenia,357,1747301388,1747301388,AT75,200
979,980,CC-58141339,A35K,Airbus A350-1000,Airbus,208,1747301388,1747301388,A35K,350
980,981,CB-49783288,A388,Airbus A380-800,Airbus,288,1747301388,1747301388,A388,395
981,982,SQ-74422563,A158,Antonov An-158,Antonov,9,1747301388,1747301388,A158,235
982,983,BA-32748960,AT76,Aerospatiale/Alenia ATR 72-212A (600),Aerospatiale/Alenia,667,1747301388,1747301388,AT76,127
983,984,KM-34312542,A345,Airbus A340-500,Airbus,622,1747301388,1747301388,A345,251
984,985,PJ-04765348,AT72,Aerospatiale/Alenia ATR 72-201/-202,Aerospatiale/Alenia,320,1747301388,1747301388,AT72,20
985,986,TI-23686805,AN72,Antonov An-72 / An-74,Antonov,24,1747301388,1747301388,AN72,148
986,987,EG-94105899,AT72,Aerospatiale/Alenia ATR 72-201/-202,Aerospatiale/Alenia,390,1747301388,1747301388,AT72,20
987,988,LR-89876542,A333,Airbus A330-300,Airbus,226,1747301388,1747301388,A333,230
988,989,VI-59214279,A318,Airbus A318,Airbus,119,1747301388,1747301388,A318,279
989,990,HL-40051931,A321,Airbus A321,Airbus,110,1747301388,1747301388,A321,297
990,991,CP-22873277,AN28,Antonov An-28,Antonov,158,1747301388,1747301388,AN28,92
991,992,KF-72747029,AT73,Aerospatiale/Alenia ATR 72-211/-212,Aerospatiale/Alenia,563,1747301388,1747301388,AT73,35
992,993,HU-57961256,AT75,Aerospatiale/Alenia ATR 72-212A (500),Aerospatiale/Alenia,50,1747301388,1747301388,AT75,200
993,994,LG-01552571,A158,Antonov An-158,Antonov,412,1747301388,1747301388,A158,235
994,995,TA-63146425,AT46,Aerospatiale/Alenia ATR 42-600,Aerospatiale/Alenia,37,1747301388,1747301388,AT46,20
995,996,BE-70152629,AJ27,Comac ARJ21-700 / C909,Comac,184,1747301388,1747301388,AJ27,73
996,997,SX-74906423,A320,Airbus A320,Airbus,424,1747301388,1747301388,A320,347
997,998,UT-41020983,AJ27,Comac ARJ21-700 / C909,Comac,268,1747301388,1747301388,AJ27,73
998,999,DR-76636020,A346,Airbus A340-600,Airbus,132,1747301388,1747301388,A346,354
999,1000,LB-67230297,AN72,Antonov An-72 / An-74,Antonov,548,1747301388,1747301388,AN72,148
1000,1001,JV-14527267,AT45,Aerospatiale/Alenia ATR 42-500,Aerospatiale/Alenia,52,1747301388,1747301388,AT45,87
1001,1002,YJ-90436312,AN26,Antonov An-26,Antonov,121,1747301388,1747301388,AN26,100
1002,1003,TF-66162505,AT46,Aerospatiale/Alenia ATR 42-600,Aerospatiale/Alenia,256,1747301388,1747301388,AT46,20
1003,1004,XT-31472057,B37M,Boeing 737 MAX 7,Boeing,293,1747301388,1747301388,B37M,385
1004,1005,YD-94601933,A158,Antonov An-158,Antonov,233,1747301388,1747301388,A158,235
1005,1006,UV-55222259,A20N,Airbus A320neo,Airbus,71,1747301388,1747301388,A20N,299
1006,1007,TB-10090225,A388,Airbus A380-800,Airbus,339,1747301388,1747301388,A388,395
1007,1008,XM-09578976,AT45,Aerospatiale/Alenia ATR 42-500,Aerospatiale/Alenia,132,1747301388,1747301388,AT45,87
1008,1009,RZ-09547576,AN72,Antonov An-72 / An-74,Antonov,543,1747301388,1747301388,AN72,148
1009,1010,FS-05900662,A321,Airbus A321,Airbus,317,1747301388,1747301388,A321,297
1010,1011,CT-71081293,B3XM,Boeing 737 MAX 10,Boeing,161,1747301388,1747301388,B3XM,335
1011,1012,QL-66553777,AT73,Aerospatiale/Alenia ATR 72-211/-212,Aerospatiale/Alenia,185,1747301388,1747301388,AT73,35
1012,1013,IK-04669825,A20N,Airbus A320neo,Airbus,378,1747301388,1747301388,A20N,299
1013,1014,PH-36491449,A124,Antonov An-124 Ruslan,Antonov,229,1747301388,1747301388,A124,140
1014,1015,TT-81256872,A318,Airbus A318,Airbus,136,1747301388,1747301388,A318,279
1015,1016,YA-33949281,A158,Antonov An-158,Antonov,155,1747301388,1747301388,A158,235
1016,1017,AM-44415040,AT72,Aerospatiale/Alenia ATR 72-201/-202,Aerospatiale/Alenia,197,1747301388,1747301388,AT72,20
1017,1018,JD-43373370,A21N,Airbus A321neo,Airbus,473,1747301388,1747301388,A21N,234
1018,1019,BD-02833750,AN28,Antonov An-28,Antonov,209,1747301388,1747301388,AN28,92
1019,1020,WK-79264594,A337,"Airbus A330-700 ""BelugaXL""",Airbus,187,1747301388,1747301388,A337,277
1020,1021,ZI-57539560,A306,Airbus A300-600,Airbus,167,1747301388,1747301388,A306,176
1021,1022,HA-45986418,A748,Hawker Siddeley HS 748,Hawker,82,1747301388,1747301388,A748,85
1022,1023,FU-78245250,A225,Antonov An-225 Mriya,Antonov,599,1747301388,1747301388,A225,102
1023,1024,JJ-72259605,A21N,Airbus A321neo,Airbus,75,1747301388,1747301388,A21N,234
1024,1025,UZ-82298862,A319,Airbus A319,Airbus,470,1747301388,1747301388,A319,302
1025,1026,EU-00812808,A333,Airbus A330-300,Airbus,269,1747301388,1747301388,A333,230
1026,1027,VP-40330102,A306,Airbus A300-600,Airbus,404,1747301388,1747301388,A306,176
1027,1028,QN-24826107,A3ST,"Airbus A300-600ST ""Super Transporter"" / ""Beluga""",Airbus,46,1747301388,1747301388,A3ST,234
1028,1029,DG-03660502,A320,Airbus A320,Airbus,309,1747301388,1747301388,A320,347
1029,1030,HI-95414918,A318,Airbus A318,Airbus,143,1747301388,1747301388,A318,279
1030,1031,UL-63930476,AN30,Antonov An-30,Antonov,69,1747301388,1747301388,AN30,184
1031,1032,GX-30902025,AN26,Antonov An-26,Antonov,101,1747301388,1747301388,AN26,100
1032,1033,DV-38925618,B37M,Boeing 737 MAX 7,Boeing,333,1747301388,1747301388,B37M,385
1033,1034,FL-92587045,A225,Antonov An-225 Mriya,Antonov,28,1747301388,1747301388,A225,102
1034,1035,KL-24060161,A748,Hawker Siddeley HS 748,Hawker,235,1747301388,1747301388,A748,85
1035,1036,AE-52364087,A321,Airbus A321,Airbus,565,1747301388,1747301388,A321,297
1036,1037,JE-48843985,A140,Antonov An-140,Antonov,230,1747301388,1747301388,A140,117
1037,1038,ZV-86385527,A158,Antonov An-158,Antonov,317,1747301388,1747301388,A158,235
1038,1039,WG-16973993,A140,Antonov An-140,Antonov,182,1747301388,1747301388,A140,117
1039,1040,UN-73199059,AN12,Antonov An-12,Antonov,29,1747301388,1747301388,AN12,207
1040,1041,AT-64108858,A388,Airbus A380-800,Airbus,538,1747301388,1747301388,A388,395
1041,1042,UC-49396867,B37M,Boeing 737 MAX 7,Boeing,48,1747301388,1747301388,B37M,385
1042,1043,QA-08562627,A21N,Airbus A321neo,Airbus,429,1747301388,1747301388,A21N,234
1043,1044,SR-88738284,A337,"Airbus A330-700 ""BelugaXL""",Airbus,544,1747301388,1747301388,A337,277
1044,1045,LM-09914726,AN24,Antonov An-24,Antonov,553,1747301388,1747301388,AN24,215
1045,1046,PV-91028753,A345,Airbus A340-500,Airbus,524,1747301388,1747301388,A345,251
1046,1047,ZP-21314946,B3XM,Boeing 737 MAX 10,Boeing,220,1747301388,1747301388,B3XM,335
1047,1048,YS-87799776,ATP,British Aerospace ATP,British,105,1747301388,1747301388,ATP,134
1048,1049,FY-81293481,A319,Airbus A319,Airbus,255,1747301388,1747301388,A319,302
1049,1050,BM-91918443,AN28,Antonov An-28,Antonov,117,1747301388,1747301388,AN28,92
1050,1051,YT-27611598,ATP,British Aerospace ATP,British,87,1747301388,1747301388,ATP,134
1051,1052,FR-46341939,A225,Antonov An-225 Mriya,Antonov,176,1747301388,1747301388,A225,102
1052,1053,TQ-35581933,A320,Airbus A320,Airbus,102,1747301388,1747301388,A320,347
1053,1054,JR-48008299,A35K,Airbus A350-1000,Airbus,66,1747301388,1747301388,A35K,350
1054,1055,KA-96813132,B37M,Boeing 737 MAX 7,Boeing,259,1747301388,1747301388,B37M,385
1055,1056,WT-75775916,A333,Airbus A330-300,Airbus,489,1747301388,1747301388,A333,230
1056,1057,VZ-86966151,AT43,Aerospatiale/Alenia ATR 42-300 / 320,Aerospatiale/Alenia,344,1747301388,1747301388,AT43,184
1057,1058,LD-54329811,AT73,Aerospatiale/Alenia ATR 72-211/-212,Aerospatiale/Alenia,588,1747301388,1747301388,AT73,35
1058,1059,FK-32588778,B39M,Boeing 737 MAX 9,Boeing,308,1747301388,1747301388,B39M,169
1059,1060,GM-53162421,B38M,Boeing 737 MAX 8,Boeing,187,1747301388,1747301388,B38M,242
1060,1061,XK-58275361,B39M,Boeing 737 MAX 9,Boeing,14,1747301388,1747301388,B39M,169
1061,1062,UX-94139917,AT46,Aerospatiale/Alenia ATR 42-600,Aerospatiale/Alenia,445,1747301388,1747301388,AT46,20
1062,1063,OU-91716480,A3ST,"Airbus A300-600ST ""Super Transporter"" / ""Beluga""",Airbus,217,1747301388,1747301388,A3ST,234
1063,1064,VW-02348338,A318,Airbus A318,Airbus,142,1747301388,1747301388,A318,279
1064,1065,GI-24583910,A158,Antonov An-158,Antonov,229,1747301388,1747301388,A158,235
1065,1066,WL-48505384,A321,Airbus A321,Airbus,635,1747301388,1747301388,A321,297
1066,1067,CK-24719988,A748,Hawker Siddeley HS 748,Hawker,84,1747301388,1747301388,A748,85
1067,1068,TW-62592761,A338,Airbus A330-800,Airbus,180,1747301388,1747301388,A338,178
1068,1069,NY-39430297,AN24,Antonov An-24,Antonov,174,1747301388,1747301388,AN24,215
1069,1070,QK-70239056,A19N,Airbus A319neo,Airbus,278,1747301388,1747301388,A19N,172
1070,1071,QS-56767872,A35K,Airbus A350-1000,Airbus,273,1747301388,1747301388,A35K,350
1071,1072,MA-46365104,A148,Antonov An-148,Antonov,506,1747301388,1747301388,A148,150
1072,1073,HB-52512654,AN72,Antonov An-72 / An-74,Antonov,214,1747301388,1747301388,AN72,148
1073,1074,JB-74608121,A321,Airbus A321,Airbus,199,1747301388,1747301388,A321,297
1074,1075,RX-90608104,A140,Antonov An-140,Antonov,255,1747301388,1747301388,A140,117
1075,1076,NH-85640712,B3XM,Boeing 737 MAX 10,Boeing,211,1747301388,1747301388,B3XM,335
1076,1077,OS-04127633,AN32,Antonov An-32,Antonov,163,1747301388,1747301388,AN32,203
1077,1078,HM-41448873,AN26,Antonov An-26,Antonov,29,1747301388,1747301388,AN26,100
1078,1079,VK-08214207,AN26,Antonov An-26,Antonov,209,1747301388,1747301388,AN26,100
1079,1080,PE-13190270,AN72,Antonov An-72 / An-74,Antonov,438,1747301388,1747301388,AN72,148
1080,1081,LQ-25113715,AN28,Antonov An-28,Antonov,542,1747301388,1747301388,AN28,92
1081,1082,EV-12991997,A339,Airbus A330-900,Airbus,55,1747301388,1747301388,A339,251
1082,1083,SI-28765986,A342,Airbus A340-200,Airbus,76,1747301388,1747301388,A342,313
1083,1084,GP-42046751,A306,Airbus A300-600,Airbus,313,1747301388,1747301388,A306,176
1084,1085,WD-46265785,B39M,Boeing 737 MAX 9,Boeing,519,1747301388,1747301388,B39M,169
1085,1086,IO-82217528,A345,Airbus A340-500,Airbus,175,1747301388,1747301388,A345,251
1086,1087,RU-71789217,A148,Antonov An-148,Antonov,509,1747301388,1747301388,A148,150
1087,1088,HT-06655865,A19N,Airbus A319neo,Airbus,613,1747301388,1747301388,A19N,172
1088,1089,NF-94866735,ATP,British Aerospace ATP,British,565,1747301388,1747301388,ATP,134
1089,1090,TL-51119589,A333,Airbus A330-300,Airbus,237,1747301388,1747301388,A333,230
1090,1091,SZ-04690759,AT75,Aerospatiale/Alenia ATR 72-212A (500),Aerospatiale/Alenia,136,1747301388,1747301388,AT75,200
1091,1092,JM-35076455,A339,Airbus A330-900,Airbus,675,1747301388,1747301388,A339,251
1092,1093,JD-99796942,A35K,Airbus A350-1000,Airbus,57,1747301388,1747301388,A35K,350
1093,1094,FH-86955562,A318,Airbus A318,Airbus,467,1747301388,1747301388,A318,279
1094,1095,BF-65191912,A124,Antonov An-124 Ruslan,Antonov,573,1747301388,1747301388,A124,140
1095,1096,HC-21650172,A338,Airbus A330-800,Airbus,108,1747301388,1747301388,A338,178
1096,1097,FS-75635642,A345,Airbus A340-500,Airbus,223,1747301388,1747301388,A345,251
1097,1098,AI-27631455,AT45,Aerospatiale/Alenia ATR 42-500,Aerospatiale/Alenia,260,1747301388,1747301388,AT45,87
1098,1099,QP-52857365,AN12,Antonov An-12,Antonov,8,1747301388,1747301388,AN12,207
1099,1100,GI-44874626,A140,Antonov An-140,Antonov,194,1747301388,1747301388,A140,117
1100,1101,LK-40809436,ATP,British Aerospace ATP,British,204,1747301388,1747301388,ATP,134
1101,1102,SX-58369845,AT72,Aerospatiale/Alenia ATR 72-201/-202,Aerospatiale/Alenia,234,1747301388,1747301388,AT72,20
1102,1103,ZZ-49951284,A21N,Airbus A321neo,Airbus,49,1747301388,1747301388,A21N,234
1103,1104,EW-38109175,AT46,Aerospatiale/Alenia ATR 42-600,Aerospatiale/Alenia,56,1747301388,1747301388,AT46,20
1104,1105,PF-65925626,A140,Antonov An-140,Antonov,115,1747301388,1747301388,A140,117
1105,1106,GD-32222362,AT46,Aerospatiale/Alenia ATR 42-600,Aerospatiale/Alenia,306,1747301388,1747301388,AT46,20
1106,1107,RW-58423618,A310,Airbus A310-200,Airbus,291,1747301388,1747301388,A310,272
1107,1108,XE-55262907,A140,Antonov An-140,Antonov,11,1747301388,1747301388,A140,117
1108,1109,FY-39787124,A148,Antonov An-148,Antonov,473,1747301388,1747301388,A148,150
1109,1110,NO-65942667,A319,Airbus A319,Airbus,5,1747301388,1747301388,A319,302
1110,1111,RB-23462158,AT72,Aerospatiale/Alenia ATR 72-201/-202,Aerospatiale/Alenia,348,1747301388,1747301388,AT72,20
1111,1112,SU-49936612,A337,"Airbus A330-700 ""BelugaXL""",Airbus,260,1747301388,1747301388,A337,277
1112,1113,ZL-92590130,A21N,Airbus A321neo,Airbus,106,1747301388,1747301388,A21N,234
1113,1114,QF-69791762,A343,Airbus A340-300,Airbus,121,1747301388,1747301388,A343,303
1114,1115,JM-32601696,A19N,Airbus A319neo,Airbus,21,1747301388,1747301388,A19N,172
1115,1116,NP-61798069,AN28,Antonov An-28,Antonov,100,1747301388,1747301388,AN28,92
1116,1117,QL-76489648,A19N,Airbus A319neo,Airbus,266,1747301388,1747301388,A19N,172
1117,1118,RU-38319425,A346,Airbus A340-600,Airbus,436,1747301388,1747301388,A346,354
1118,1119,FH-04843672,B38M,Boeing 737 MAX 8,Boeing,437,1747301388,1747301388,B38M,242
1119,1120,LN-73651715,B190,Beechcraft 1900,Beechcraft,21,1747301388,1747301388,B190,34
1120,1121,SG-77373641,A3ST,"Airbus A300-600ST ""Super Transporter"" / ""Beluga""",Airbus,135,1747301388,1747301388,A3ST,234
1121,1122,DO-63389000,AT72,Aerospatiale/Alenia ATR 72-201/-202,Aerospatiale/Alenia,279,1747301388,1747301388,AT72,20
1122,1123,YV-12959083,A337,"Airbus A330-700 ""BelugaXL""",Airbus,145,1747301388,1747301388,A337,277
1123,1124,OZ-32725275,A148,Antonov An-148,Antonov,515,1747301388,1747301388,A148,150
1124,1125,OS-08807377,ATP,British Aerospace ATP,British,652,1747301388,1747301388,ATP,134
1125,1126,TK-20949342,A310,Airbus A310-200,Airbus,612,1747301388,1747301388,A310,272
1126,1127,SG-57814927,A320,Airbus A320,Airbus,122,1747301388,1747301388,A320,347
1127,1128,HL-95626117,A345,Airbus A340-500,Airbus,48,1747301388,1747301388,A345,251
1128,1129,RU-23579465,AN28,Antonov An-28,Antonov,231,1747301388,1747301388,AN28,92
1129,1130,EG-92529641,A346,Airbus A340-600,Airbus,325,1747301388,1747301388,A346,354
1130,1131,GQ-41980225,AN26,Antonov An-26,Antonov,615,1747301388,1747301388,AN26,100
1131,1132,CB-07324369,AT46,Aerospatiale/Alenia ATR 42-600,Aerospatiale/Alenia,8,1747301388,1747301388,AT46,20
1132,1133,LC-07186091,A343,Airbus A340-300,Airbus,55,1747301388,1747301388,A343,303
1133,1134,GX-31122728,B38M,Boeing 737 MAX 8,Boeing,364,1747301388,1747301388,B38M,242
1134,1135,QN-08403602,A35K,Airbus A350-1000,Airbus,407,1747301388,1747301388,A35K,350
1135,1136,HX-20089750,A320,Airbus A320,Airbus,604,1747301388,1747301388,A320,347
1136,1137,XT-91224240,A319,Airbus A319,Airbus,177,1747301388,1747301388,A319,302
1137,1138,DA-16149018,A337,"Airbus A330-700 ""BelugaXL""",Airbus,528,1747301388,1747301388,A337,277
1138,1139,YJ-83402972,A158,Antonov An-158,Antonov,216,1747301388,1747301388,A158,235
1139,1140,QM-81623840,AT46,Aerospatiale/Alenia ATR 42-600,Aerospatiale/Alenia,387,1747301388,1747301388,AT46,20
1140,1141,ZF-72795018,A124,Antonov An-124 Ruslan,Antonov,192,1747301388,1747301388,A124,140
1141,1142,PL-53286599,A748,Hawker Siddeley HS 748,Hawker,81,1747301388,1747301388,A748,85
1142,1143,HD-21204006,A19N,Airbus A319neo,Airbus,587,1747301388,1747301388,A19N,172
1143,1144,WP-24265880,A124,Antonov An-124 Ruslan,Antonov,456,1747301388,1747301388,A124,140
1144,1145,JP-67317638,A338,Airbus A330-800,Airbus,432,1747301388,1747301388,A338,178
1145,1146,US-74155294,A388,Airbus A380-800,Airbus,399,1747301388,1747301388,A388,395
1146,1147,QC-02449864,A346,Airbus A340-600,Airbus,478,1747301388,1747301388,A346,354
1147,1148,MY-04419195,A343,Airbus A340-300,Airbus,398,1747301388,1747301388,A343,303
1148,1149,KQ-96735414,A318,Airbus A318,Airbus,112,1747301388,1747301388,A318,279
1149,1150,TV-12940233,ATP,British Aerospace ATP,British,578,1747301388,1747301388,ATP,134
1150,1151,IV-95138856,AN24,Antonov An-24,Antonov,626,1747301388,1747301388,AN24,215
1151,1152,FW-86140552,A35K,Airbus A350-1000,Airbus,211,1747301388,1747301388,A35K,350
1152,1153,ZI-51155504,A20N,Airbus A320neo,Airbus,421,1747301388,1747301388,A20N,299
1153,1154,MH-71057208,A345,Airbus A340-500,Airbus,320,1747301388,1747301388,A345,251
1154,1155,UG-08822506,A345,Airbus A340-500,Airbus,243,1747301388,1747301388,A345,251
1155,1156,GF-78782417,A158,Antonov An-158,Antonov,588,1747301388,1747301388,A158,235
1156,1157,JC-74666698,A332,Airbus A330-200,Airbus,204,1747301388,1747301388,A332,156
1157,1158,HV-33955944,A343,Airbus A340-300,Airbus,178,1747301388,1747301388,A343,303
1158,1159,CC-39675933,AT75,Aerospatiale/Alenia ATR 72-212A (500),Aerospatiale/Alenia,11,1747301388,1747301388,AT75,200
1159,1160,VQ-74388103,AT72,Aerospatiale/Alenia ATR 72-201/-202,Aerospatiale/Alenia,291,1747301388,1747301388,AT72,20
1160,1161,KD-59721970,A21N,Airbus A321neo,Airbus,404,1747301388,1747301388,A21N,234
1161,1162,TD-83018171,A320,Airbus A320,Airbus,192,1747301388,1747301388,A320,347
1162,1163,MD-09274102,AN26,Antonov An-26,Antonov,250,1747301388,1747301388,AN26,100
1163,1164,XV-88333394,AT75,Aerospatiale/Alenia ATR 72-212A (500),Aerospatiale/Alenia,69,1747301388,1747301388,AT75,200
1164,1165,TH-17743285,B39M,Boeing 737 MAX 9,Boeing,39,1747301388,1747301388,B39M,169
1165,1166,VH-27956997,A225,Antonov An-225 Mriya,Antonov,410,1747301388,1747301388,A225,102
1166,1167,OY-47003133,B3XM,Boeing 737 MAX 10,Boeing,491,1747301388,1747301388,B3XM,335
1167,1168,CA-39108632,A339,Airbus A330-900,Airbus,72,1747301388,1747301388,A339,251
1168,1169,FC-56992011,A21N,Airbus A321neo,Airbus,377,1747301388,1747301388,A21N,234
1169,1170,OF-76031895,A3ST,"Airbus A300-600ST ""Super Transporter"" / ""Beluga""",Airbus,376,1747301388,1747301388,A3ST,234
1170,1171,NH-14312913,AT45,Aerospatiale/Alenia ATR 42-500,Aerospatiale/Alenia,639,1747301388,1747301388,AT45,87
1171,1172,BI-84046450,AN32,Antonov An-32,Antonov,207,1747301388,1747301388,AN32,203
1172,1173,QE-65778698,A321,Airbus A321,Airbus,636,1747301388,1747301388,A321,297
1173,1174,IV-17256990,AT72,Aerospatiale/Alenia ATR 72-201/-202,Aerospatiale/Alenia,367,1747301388,1747301388,AT72,20
1174,1175,FJ-99807986,B38M,Boeing 737 MAX 8,Boeing,86,1747301388,1747301388,B38M,242
1175,1176,BD-25272937,A345,Airbus A340-500,Airbus,107,1747301388,1747301388,A345,251
1176,1177,UG-14319201,B190,Beechcraft 1900,Beechcraft,477,1747301388,1747301388,B190,34
1177,1178,QM-89055393,AN30,Antonov An-30,Antonov,68,1747301388,1747301388,AN30,184
1178,1179,VO-89691864,A400,Airbus A400M Atlas,Airbus,95,1747301388,1747301388,A400,246
1179,1180,IE-70213798,A20N,Airbus A320neo,Airbus,113,1747301388,1747301388,A20N,299
1180,1181,RT-40346662,A333,Airbus A330-300,Airbus,435,1747301388,1747301388,A333,230
1181,1182,KR-25864372,A388,Airbus A380-800,Airbus,118,1747301388,1747301388,A388,395
1182,1183,IM-04492988,AC90,Gulfstream/Rockwell (Aero) Turbo Commander 690,Gulfstream/Rockwell,60,1747301388,1747301388,AC90,194
1183,1184,WQ-10024460,AT76,Aerospatiale/Alenia ATR 72-212A (600),Aerospatiale/Alenia,529,1747301388,1747301388,AT76,127
1184,1185,VS-01242914,AT75,Aerospatiale/Alenia ATR 72-212A (500),Aerospatiale/Alenia,181,1747301388,1747301388,AT75,200
1185,1186,XZ-00821874,A338,Airbus A330-800,Airbus,101,1747301388,1747301388,A338,178
1186,1187,XE-26427743,AT72,Aerospatiale/Alenia ATR 72-201/-202,Aerospatiale/Alenia,344,1747301388,1747301388,AT72,20
1187,1188,WR-47689029,A388,Airbus A380-800,Airbus,365,1747301388,1747301388,A388,395
1188,1189,JL-23849203,AT75,Aerospatiale/Alenia ATR 72-212A (500),Aerospatiale/Alenia,92,1747301388,1747301388,AT75,200
1189,1190,II-80801537,A124,Antonov An-124 Ruslan,Antonov,157,1747301388,1747301388,A124,140
1190,1191,KL-00283481,A318,Airbus A318,Airbus,135,1747301388,1747301388,A318,279
1191,1192,EB-47718990,A310,Airbus A310-200,Airbus,480,1747301388,1747301388,A310,272
1192,1193,WL-52760075,AN30,Antonov An-30,Antonov,598,1747301388,1747301388,AN30,184
1193,1194,DS-51437766,A140,Antonov An-140,Antonov,29,1747301388,1747301388,A140,117
1194,1195,IE-67694636,AN30,Antonov An-30,Antonov,477,1747301388,1747301388,AN30,184
1195,1196,II-90494441,AT73,Aerospatiale/Alenia ATR 72-211/-212,Aerospatiale/Alenia,571,1747301388,1747301388,AT73,35
1196,1197,XF-18252559,A748,Hawker Siddeley HS 748,Hawker,488,1747301388,1747301388,A748,85
1197,1198,RB-70700434,AT43,Aerospatiale/Alenia ATR 42-300 / 320,Aerospatiale/Alenia,38,1747301388,1747301388,AT43,184
1198,1199,GF-25182248,A345,Airbus A340-500,Airbus,199,1747301388,1747301388,A345,251
1199,1200,FI-64109250,AT43,Aerospatiale/Alenia ATR 42-300 / 320,Aerospatiale/Alenia,28,1747301388,1747301388,AT43,184
1200,1201,JV-11818056,AN28,Antonov An-28,Antonov,68,1747301388,1747301388,AN28,92
1201,1202,GM-44169392,AN32,Antonov An-32,Antonov,158,1747301388,1747301388,AN32,203
1202,1203,FA-33674508,AN32,Antonov An-32,Antonov,26,1747301388,1747301388,AN32,203
1203,1204,YW-30399924,AN30,Antonov An-30,Antonov,267,1747301388,1747301388,AN30,184
1204,1205,EZ-61044373,AN12,Antonov An-12,Antonov,207,1747301388,1747301388,AN12,207
1205,1206,JH-22315483,AT73,Aerospatiale/Alenia ATR 72-211/-212,Aerospatiale/Alenia,268,1747301388,1747301388,AT73,35
1206,1207,VG-71796920,AT75,Aerospatiale/Alenia ATR 72-212A (500),Aerospatiale/Alenia,599,1747301388,1747301388,AT75,200
1207,1208,XL-65639054,A342,Airbus A340-200,Airbus,344,1747301388,1747301388,A342,313
1208,1209,DG-55046631,AN32,Antonov An-32,Antonov,634,1747301388,1747301388,AN32,203
1209,1210,GB-43783598,AT45,Aerospatiale/Alenia ATR 42-500,Aerospatiale/Alenia,480,1747301388,1747301388,AT45,87
