AircraftID,RegistrationNumber,ICAOTypeCode,Model,Manufacturer,FlightStatus,OwnerAirlineID,CreatedAt,UpdatedAt
1188,WR-47689029,A388,Airbus A380-800,Airbus,Maintenance,365,1747301388,1747301388
1189,JL-23849203,AT75,Aerospatiale/Alenia ATR 72-212A (500),Aerospatiale/Alenia,Active,92,1747301388,1747301388
1190,II-80801537,A124,Antonov An-124 Ruslan,Antonov,Maintenance,157,1747301388,1747301388
1191,KL-00283481,A318,Airbus A318,Airbus,Active,135,1747301388,1747301388
1192,EB-47718990,A310,Airbus A310-200,Airbus,Maintenance,480,1747301388,1747301388
1193,WL-52760075,AN30,Antonov An-30,Antonov,Maintenance,598,1747301388,1747301388
1194,DS-51437766,A140,Antonov An-140,Antonov,Active,29,1747301388,1747301388
1195,IE-67694636,AN30,Antonov An-30,Antonov,Maintenance,477,1747301388,1747301388
1196,II-90494441,AT73,Aerospatiale/Alenia ATR 72-211/-212,Aerospatiale/Alenia,Maintenance,571,1747301388,1747301388
1197,XF-18252559,A748,Hawker Siddeley HS 748,Hawker,Maintenance,488,1747301388,1747301388
1198,RB-70700434,AT43,Aerospatiale/Alenia ATR 42-300 / 320,Aerospatiale/Alenia,Active,38,1747301388,1747301388
1199,GF-25182248,A345,Airbus A340-500,Airbus,Maintenance,199,1747301388,1747301388
1200,FI-64109250,AT43,Aerospatiale/Alenia ATR 42-300 / 320,Aerospatiale/Alenia,Maintenance,28,1747301388,1747301388
1201,JV-11818056,AN28,Antonov An-28,Antonov,Maintenance,68,1747301388,1747301388
1202,GM-44169392,AN32,Antonov An-32,Antonov,Active,158,1747301388,1747301388
1203,FA-33674508,AN32,Antonov An-32,Antonov,Active,26,1747301388,1747301388
1204,YW-30399924,AN30,Antonov An-30,Antonov,Maintenance,267,1747301388,1747301388
1205,EZ-61044373,AN12,Antonov An-12,Antonov,Maintenance,207,1747301388,1747301388
1206,JH-22315483,AT73,Aerospatiale/Alenia ATR 72-211/-212,Aerospatiale/Alenia,Maintenance,268,1747301388,1747301388
1207,VG-71796920,AT75,Aerospatiale/Alenia ATR 72-212A (500),Aerospatiale/Alenia,Active,599,1747301388,1747301388
1208,XL-65639054,A342,Airbus A340-200,Airbus,Active,344,1747301388,1747301388
1209,DG-55046631,AN32,Antonov An-32,Antonov,Maintenance,634,1747301388,1747301388
1210,GB-43783598,AT45,Aerospatiale/Alenia ATR 42-500,Aerospatiale/Alenia,Maintenance,480,1747301388,1747301388
1211,VF-30901255,AJ27,Comac ARJ21-700 / C909,Comac,Maintenance,273,1747301388,1747301388
1212,PC-88711649,A748,Hawker Siddeley HS 748,Hawker,Active,320,1747301388,1747301388
1213,QJ-11516774,A337,"Airbus A330-700 ""BelugaXL""",Airbus,Maintenance,559,1747301388,1747301388
1214,RR-27863878,A346,Airbus A340-600,Airbus,Maintenance,468,1747301388,1747301388
1215,KA-36400150,AN24,Antonov An-24,Antonov,Maintenance,237,1747301388,1747301388
1216,MZ-66433347,AT46,Aerospatiale/Alenia ATR 42-600,Aerospatiale/Alenia,Active,58,1747301388,1747301388
1217,NR-47896871,AN26,Antonov An-26,Antonov,Maintenance,346,1747301388,1747301388
1218,OK-12502475,A310,Airbus A310-200,Airbus,Active,452,1747301388,1747301388
1219,YX-92003942,B190,Beechcraft 1900,Beechcraft,Active,289,1747301388,1747301388
1220,OY-56763919,A339,Airbus A330-900,Airbus,Maintenance,561,1747301388,1747301388
1221,UJ-85027247,A346,Airbus A340-600,Airbus,Active,298,1747301388,1747301388
1222,CH-89117623,A343,Airbus A340-300,Airbus,Maintenance,309,1747301388,1747301388
1223,JV-49785287,B39M,Boeing 737 MAX 9,Boeing,Active,581,1747301388,1747301388
1224,SP-08910663,A3ST,"Airbus A300-600ST ""Super Transporter"" / ""Beluga""",Airbus,Active,94,1747301388,1747301388
1225,OG-05140225,AN72,Antonov An-72 / An-74,Antonov,Active,403,1747301388,1747301388
1226,NE-94756507,A332,Airbus A330-200,Airbus,Maintenance,228,1747301388,1747301388
1227,OL-78192674,AT46,Aerospatiale/Alenia ATR 42-600,Aerospatiale/Alenia,Active,281,1747301388,1747301388
1228,ZY-15753423,A124,Antonov An-124 Ruslan,Antonov,Active,619,1747301388,1747301388
1229,FO-17901473,AT76,Aerospatiale/Alenia ATR 72-212A (600),Aerospatiale/Alenia,Maintenance,97,1747301388,1747301388
1230,YX-31564058,AN30,Antonov An-30,Antonov,Maintenance,512,1747301388,1747301388
1231,ZW-17172972,AN32,Antonov An-32,Antonov,Maintenance,501,1747301388,1747301388
1232,JZ-86250068,A400,Airbus A400M Atlas,Airbus,Active,303,1747301388,1747301388
1233,ST-33246994,A35K,Airbus A350-1000,Airbus,Active,643,1747301388,1747301388
1234,NX-72564148,B190,Beechcraft 1900,Beechcraft,Active,331,1747301388,1747301388
1235,OL-86170968,A19N,Airbus A319neo,Airbus,Maintenance,269,1747301388,1747301388
1236,BF-71969270,AN12,Antonov An-12,Antonov,Active,219,1747301388,1747301388
1237,KC-73027377,AT46,Aerospatiale/Alenia ATR 42-600,Aerospatiale/Alenia,Active,268,1747301388,1747301388
1238,WG-05346569,B39M,Boeing 737 MAX 9,Boeing,Maintenance,381,1747301388,1747301388
1239,KM-44830330,AN30,Antonov An-30,Antonov,Active,376,1747301388,1747301388
1240,KC-88204895,A345,Airbus A340-500,Airbus,Active,27,1747301388,1747301388
1241,UO-57578849,A35K,Airbus A350-1000,Airbus,Maintenance,533,1747301388,1747301388
1242,AD-93259803,ATP,British Aerospace ATP,British,Maintenance,47,1747301388,1747301388
1243,PQ-01299446,A148,Antonov An-148,Antonov,Maintenance,321,1747301388,1747301388
1244,JQ-19591353,AN30,Antonov An-30,Antonov,Maintenance,324,1747301388,1747301388
1245,JW-19630684,A342,Airbus A340-200,Airbus,Active,44,1747301388,1747301388
1246,OO-13730440,AN24,Antonov An-24,Antonov,Active,76,1747301388,1747301388
1247,FQ-61408511,A319,Airbus A319,Airbus,Active,455,1747301388,1747301388
1248,BV-47769149,A343,Airbus A340-300,Airbus,Active,2,1747301388,1747301388
1249,OM-71613319,A339,Airbus A330-900,Airbus,Maintenance,602,1747301388,1747301388
1250,JS-90329599,A388,Airbus A380-800,Airbus,Active,153,1747301388,1747301388
1251,SD-97934462,A225,Antonov An-225 Mriya,Antonov,Maintenance,60,1747301388,1747301388
1252,MD-04152456,AN24,Antonov An-24,Antonov,Maintenance,360,1747301388,1747301388
1253,MJ-99755778,AN24,Antonov An-24,Antonov,Maintenance,76,1747301388,1747301388
1254,AZ-36404174,AC90,Gulfstream/Rockwell (Aero) Turbo Commander 690,Gulfstream/Rockwell,Maintenance,277,1747301388,1747301388
1255,ZR-56336874,A346,Airbus A340-600,Airbus,Maintenance,515,1747301388,1747301388
1256,SR-00287802,AN12,Antonov An-12,Antonov,Maintenance,20,1747301388,1747301388
1257,YN-72334736,A225,Antonov An-225 Mriya,Antonov,Maintenance,478,1747301388,1747301388
1258,FL-76024219,A124,Antonov An-124 Ruslan,Antonov,Active,406,1747301388,1747301388
1259,UQ-75947311,A21N,Airbus A321neo,Airbus,Active,170,1747301388,1747301388
1260,HB-01057910,AN28,Antonov An-28,Antonov,Active,154,1747301388,1747301388
1261,GX-17764530,AN12,Antonov An-12,Antonov,Maintenance,244,1747301388,1747301388
1262,GE-85303923,A343,Airbus A340-300,Airbus,Active,595,1747301388,1747301388
1263,NF-27435883,B39M,Boeing 737 MAX 9,Boeing,Maintenance,128,1747301388,1747301388
1264,NW-46239794,A338,Airbus A330-800,Airbus,Maintenance,516,1747301388,1747301388
1265,QE-46622419,AN32,Antonov An-32,Antonov,Maintenance,239,1747301388,1747301388
1266,MW-49953565,AT45,Aerospatiale/Alenia ATR 42-500,Aerospatiale/Alenia,Maintenance,534,1747301388,1747301388
1267,BQ-03028593,AC90,Gulfstream/Rockwell (Aero) Turbo Commander 690,Gulfstream/Rockwell,Active,353,1747301388,1747301388
1268,LX-76037928,A400,Airbus A400M Atlas,Airbus,Maintenance,447,1747301388,1747301388
1269,AA-37437812,AT45,Aerospatiale/Alenia ATR 42-500,Aerospatiale/Alenia,Maintenance,338,1747301388,1747301388
1270,OP-29853368,AT43,Aerospatiale/Alenia ATR 42-300 / 320,Aerospatiale/Alenia,Active,406,1747301388,1747301388
1271,HT-14462822,A225,Antonov An-225 Mriya,Antonov,Maintenance,288,1747301388,1747301388
1272,PH-68724095,A400,Airbus A400M Atlas,Airbus,Maintenance,81,1747301388,1747301388
1273,FJ-98562664,A321,Airbus A321,Airbus,Active,330,1747301388,1747301388
1274,IZ-43595689,A35K,Airbus A350-1000,Airbus,Active,125,1747301388,1747301388
1275,VJ-36000505,A339,Airbus A330-900,Airbus,Active,488,1747301388,1747301388
1276,UN-13559533,A35K,Airbus A350-1000,Airbus,Active,226,1747301388,1747301388
1277,EV-71902809,AN26,Antonov An-26,Antonov,Active,516,1747301388,1747301388
1278,VT-70420325,AN72,Antonov An-72 / An-74,Antonov,Maintenance,48,1747301388,1747301388
1279,MU-81311650,A225,Antonov An-225 Mriya,Antonov,Active,499,1747301388,1747301388
1280,AG-32380499,A320,Airbus A320,Airbus,Active,492,1747301388,1747301388
1281,LX-98138702,A20N,Airbus A320neo,Airbus,Active,23,1747301388,1747301388
1282,KC-50328516,AT45,Aerospatiale/Alenia ATR 42-500,Aerospatiale/Alenia,Active,572,1747301388,1747301388
1283,MF-21078156,A306,Airbus A300-600,Airbus,Maintenance,249,1747301388,1747301388
1284,ZW-93860571,A19N,Airbus A319neo,Airbus,Maintenance,184,1747301388,1747301388
1285,FS-58816588,A306,Airbus A300-600,Airbus,Maintenance,52,1747301388,1747301388
1286,LN-69800669,A333,Airbus A330-300,Airbus,Maintenance,94,1747301388,1747301388
1287,XM-49983281,A321,Airbus A321,Airbus,Active,139,1747301388,1747301388
1288,OQ-07692762,AT45,Aerospatiale/Alenia ATR 42-500,Aerospatiale/Alenia,Active,408,1747301388,1747301388
1289,YS-61654085,A310,Airbus A310-200,Airbus,Active,463,1747301388,1747301388
1290,UJ-49125085,A748,Hawker Siddeley HS 748,Hawker,Maintenance,499,1747301388,1747301388
1291,SM-42687388,A319,Airbus A319,Airbus,Maintenance,602,1747301388,1747301388
1292,FC-15734523,A225,Antonov An-225 Mriya,Antonov,Active,71,1747301388,1747301388
1293,SH-32837681,AN72,Antonov An-72 / An-74,Antonov,Active,472,1747301388,1747301388
1294,QA-01055251,B39M,Boeing 737 MAX 9,Boeing,Active,46,1747301388,1747301388
1295,RH-01138337,AT43,Aerospatiale/Alenia ATR 42-300 / 320,Aerospatiale/Alenia,Maintenance,114,1747301388,1747301388
1296,SJ-53648762,AT73,Aerospatiale/Alenia ATR 72-211/-212,Aerospatiale/Alenia,Maintenance,226,1747301388,1747301388
1297,GJ-21318750,A140,Antonov An-140,Antonov,Active,620,1747301388,1747301388
1298,WW-09201476,B190,Beechcraft 1900,Beechcraft,Active,572,1747301388,1747301388
1299,JA-09570095,A345,Airbus A340-500,Airbus,Maintenance,61,1747301388,1747301388
1300,EV-06087775,AN72,Antonov An-72 / An-74,Antonov,Maintenance,556,1747301388,1747301388
1301,IL-15086453,AN30,Antonov An-30,Antonov,Maintenance,404,1747301388,1747301388
1302,XG-79126996,A388,Airbus A380-800,Airbus,Active,557,1747301388,1747301388
1303,GW-34649082,AN28,Antonov An-28,Antonov,Active,138,1747301388,1747301388
1304,SD-71445899,A35K,Airbus A350-1000,Airbus,Maintenance,447,1747301388,1747301388
1305,WX-00415547,A20N,Airbus A320neo,Airbus,Maintenance,388,1747301388,1747301388
1306,QD-83183848,A388,Airbus A380-800,Airbus,Active,63,1747301388,1747301388
1307,TN-01278908,AT46,Aerospatiale/Alenia ATR 42-600,Aerospatiale/Alenia,Active,260,1747301388,1747301388
1308,DH-22764076,AN28,Antonov An-28,Antonov,Maintenance,648,1747301388,1747301388
1309,QO-03618441,AN26,Antonov An-26,Antonov,Maintenance,45,1747301388,1747301388
1310,WW-43130635,AN24,Antonov An-24,Antonov,Maintenance,451,1747301388,1747301388
1311,GX-76965907,AT75,Aerospatiale/Alenia ATR 72-212A (500),Aerospatiale/Alenia,Maintenance,61,1747301388,1747301388
1312,KN-09337561,A342,Airbus A340-200,Airbus,Maintenance,82,1747301388,1747301388
1313,WM-57953257,AT76,Aerospatiale/Alenia ATR 72-212A (600),Aerospatiale/Alenia,Maintenance,395,1747301388,1747301388
1314,HQ-88069385,A124,Antonov An-124 Ruslan,Antonov,Active,185,1747301388,1747301388
1315,GY-64608270,A3ST,"Airbus A300-600ST ""Super Transporter"" / ""Beluga""",Airbus,Active,158,1747301388,1747301388
1316,ZO-59343687,AN72,Antonov An-72 / An-74,Antonov,Active,251,1747301388,1747301388
1317,II-97366484,AT73,Aerospatiale/Alenia ATR 72-211/-212,Aerospatiale/Alenia,Active,4,1747301388,1747301388
1318,FP-74076171,AT73,Aerospatiale/Alenia ATR 72-211/-212,Aerospatiale/Alenia,Active,30,1747301388,1747301388
1319,LH-18651827,A321,Airbus A321,Airbus,Maintenance,608,1747301388,1747301388
1320,YY-66434911,A337,"Airbus A330-700 ""BelugaXL""",Airbus,Active,17,1747301388,1747301388
1321,VX-49699831,AN24,Antonov An-24,Antonov,Active,511,1747301388,1747301388
1322,UT-69186340,AT72,Aerospatiale/Alenia ATR 72-201/-202,Aerospatiale/Alenia,Maintenance,87,1747301388,1747301388
1323,OV-87431467,A21N,Airbus A321neo,Airbus,Active,194,1747301388,1747301388
1324,ZQ-63553959,A158,Antonov An-158,Antonov,Maintenance,313,1747301388,1747301388
1325,PR-57478024,B190,Beechcraft 1900,Beechcraft,Maintenance,357,1747301388,1747301388
1326,CH-87399848,A321,Airbus A321,Airbus,Active,487,1747301388,1747301388
1327,AQ-07316493,A388,Airbus A380-800,Airbus,Maintenance,157,1747301388,1747301388
1328,EC-18559182,A400,Airbus A400M Atlas,Airbus,Maintenance,80,1747301388,1747301388
1329,SG-95264480,AT75,Aerospatiale/Alenia ATR 72-212A (500),Aerospatiale/Alenia,Active,200,1747301388,1747301388
1330,YI-22357411,A3ST,"Airbus A300-600ST ""Super Transporter"" / ""Beluga""",Airbus,Maintenance,321,1747301388,1747301388
1331,IW-98760108,AN28,Antonov An-28,Antonov,Active,463,1747301388,1747301388
1332,BZ-76378648,AT43,Aerospatiale/Alenia ATR 42-300 / 320,Aerospatiale/Alenia,Maintenance,499,1747301388,1747301388
1333,BF-23379365,AT45,Aerospatiale/Alenia ATR 42-500,Aerospatiale/Alenia,Active,89,1747301388,1747301388
1334,HP-35042725,B37M,Boeing 737 MAX 7,Boeing,Active,180,1747301388,1747301388
1335,BK-96012874,A359,Airbus A350-900,Airbus,Active,369,1747301388,1747301388
1336,OV-18398803,AT76,Aerospatiale/Alenia ATR 72-212A (600),Aerospatiale/Alenia,Maintenance,49,1747301388,1747301388
1337,NW-98237785,A359,Airbus A350-900,Airbus,Active,388,1747301388,1747301388
1338,UJ-15970006,A35K,Airbus A350-1000,Airbus,Maintenance,326,1747301388,1747301388
1339,NA-73279168,A345,Airbus A340-500,Airbus,Maintenance,248,1747301388,1747301388
1340,RE-45342348,A337,"Airbus A330-700 ""BelugaXL""",Airbus,Maintenance,15,1747301388,1747301388
1341,RY-93332041,AJ27,Comac ARJ21-700 / C909,Comac,Active,305,1747301388,1747301388
1342,YE-53029770,A343,Airbus A340-300,Airbus,Maintenance,609,1747301388,1747301388
1343,QS-69258350,B38M,Boeing 737 MAX 8,Boeing,Maintenance,312,1747301388,1747301388
1344,JZ-37107299,A225,Antonov An-225 Mriya,Antonov,Active,527,1747301388,1747301388
1345,QG-71975564,A359,Airbus A350-900,Airbus,Maintenance,481,1747301388,1747301388
1346,ZC-60927970,A345,Airbus A340-500,Airbus,Active,441,1747301388,1747301388
1347,VM-00152791,A225,Antonov An-225 Mriya,Antonov,Active,597,1747301388,1747301388
1348,BQ-65065526,AN28,Antonov An-28,Antonov,Active,61,1747301388,1747301388
1349,UW-39315607,A320,Airbus A320,Airbus,Active,452,1747301388,1747301388
1350,AM-28453004,A124,Antonov An-124 Ruslan,Antonov,Active,216,1747301388,1747301388
1351,MF-65840138,AN26,Antonov An-26,Antonov,Maintenance,607,1747301388,1747301388
1352,VG-98450007,A345,Airbus A340-500,Airbus,Maintenance,167,1747301388,1747301388
1353,GK-82687805,B38M,Boeing 737 MAX 8,Boeing,Active,371,1747301388,1747301388
1354,NB-15649651,A3ST,"Airbus A300-600ST ""Super Transporter"" / ""Beluga""",Airbus,Maintenance,156,1747301388,1747301388
1355,CM-01548673,AT46,Aerospatiale/Alenia ATR 42-600,Aerospatiale/Alenia,Active,71,1747301388,1747301388
1356,JG-70210811,A339,Airbus A330-900,Airbus,Active,89,1747301388,1747301388
1357,YV-63270219,A35K,Airbus A350-1000,Airbus,Maintenance,323,1747301388,1747301388
1358,IH-35694453,AC90,Gulfstream/Rockwell (Aero) Turbo Commander 690,Gulfstream/Rockwell,Active,151,1747301388,1747301388
1359,TX-15149253,AT72,Aerospatiale/Alenia ATR 72-201/-202,Aerospatiale/Alenia,Maintenance,651,1747301388,1747301388
1360,BY-62370906,A19N,Airbus A319neo,Airbus,Active,399,1747301388,1747301388
1361,GY-24062758,B190,Beechcraft 1900,Beechcraft,Active,172,1747301388,1747301388
1362,IU-21124743,A748,Hawker Siddeley HS 748,Hawker,Maintenance,152,1747301388,1747301388
1363,IH-69634961,B37M,Boeing 737 MAX 7,Boeing,Active,52,1747301388,1747301388
1364,YF-29398558,B3XM,Boeing 737 MAX 10,Boeing,Active,532,1747301388,1747301388
1365,EN-54453230,B37M,Boeing 737 MAX 7,Boeing,Maintenance,301,1747301388,1747301388
1366,UG-26183007,A320,Airbus A320,Airbus,Active,562,1747301388,1747301388
1367,IG-32643899,B38M,Boeing 737 MAX 8,Boeing,Active,87,1747301388,1747301388
1368,JZ-99161301,A19N,Airbus A319neo,Airbus,Maintenance,373,1747301388,1747301388
1369,GV-37791180,A359,Airbus A350-900,Airbus,Active,117,1747301388,1747301388
1370,AY-79090328,A342,Airbus A340-200,Airbus,Active,486,1747301388,1747301388
1371,BL-90354873,A20N,Airbus A320neo,Airbus,Active,337,1747301388,1747301388
1372,AH-78131433,A318,Airbus A318,Airbus,Active,81,1747301388,1747301388
1373,DH-70569529,A20N,Airbus A320neo,Airbus,Maintenance,668,1747301388,1747301388
1374,YJ-09267558,A400,Airbus A400M Atlas,Airbus,Maintenance,476,1747301388,1747301388
1375,WC-23050951,A20N,Airbus A320neo,Airbus,Maintenance,396,1747301388,1747301388
1376,DI-95944783,A319,Airbus A319,Airbus,Maintenance,117,1747301388,1747301388
1377,OJ-59446358,A338,Airbus A330-800,Airbus,Maintenance,164,1747301388,1747301388
1378,NT-16251867,A333,Airbus A330-300,Airbus,Active,101,1747301388,1747301388
1379,JU-35807083,A319,Airbus A319,Airbus,Maintenance,241,1747301388,1747301388
1380,HF-03473664,AN26,Antonov An-26,Antonov,Maintenance,286,1747301388,1747301388
1381,WX-20723874,A225,Antonov An-225 Mriya,Antonov,Active,240,1747301388,1747301388
1382,ZX-01610113,A140,Antonov An-140,Antonov,Active,41,1747301388,1747301388
1383,EU-33155786,A338,Airbus A330-800,Airbus,Active,669,1747301388,1747301388
1384,KS-64691317,A320,Airbus A320,Airbus,Active,57,1747301388,1747301388
1385,TJ-56254509,A343,Airbus A340-300,Airbus,Active,36,1747301388,1747301388
1386,CT-29781534,A319,Airbus A319,Airbus,Active,148,1747301388,1747301388
1387,DZ-08385972,A320,Airbus A320,Airbus,Active,447,1747301388,1747301388
1388,EW-47810542,AT75,Aerospatiale/Alenia ATR 72-212A (500),Aerospatiale/Alenia,Maintenance,445,1747301388,1747301388
1389,DR-96751965,A318,Airbus A318,Airbus,Maintenance,171,1747301388,1747301388
1390,DS-17547103,B3XM,Boeing 737 MAX 10,Boeing,Maintenance,254,1747301388,1747301388
1391,OU-20445911,A748,Hawker Siddeley HS 748,Hawker,Maintenance,216,1747301388,1747301388
1392,EE-09147817,AN26,Antonov An-26,Antonov,Maintenance,305,1747301388,1747301388
1393,HV-30934690,A400,Airbus A400M Atlas,Airbus,Active,363,1747301388,1747301388
1394,UL-26427795,A20N,Airbus A320neo,Airbus,Active,377,1747301388,1747301388
1395,UY-49968051,AN28,Antonov An-28,Antonov,Maintenance,318,1747301388,1747301388
1396,LM-06934558,A359,Airbus A350-900,Airbus,Maintenance,251,1747301388,1747301388
1397,VU-70913811,A225,Antonov An-225 Mriya,Antonov,Active,385,1747301388,1747301388
1398,GR-00755749,B37M,Boeing 737 MAX 7,Boeing,Maintenance,249,1747301388,1747301388
1399,KJ-95058547,A158,Antonov An-158,Antonov,Maintenance,193,1747301388,1747301388
1400,JI-20141703,AT75,Aerospatiale/Alenia ATR 72-212A (500),Aerospatiale/Alenia,Active,169,1747301388,1747301388
1401,EY-27576687,A3ST,"Airbus A300-600ST ""Super Transporter"" / ""Beluga""",Airbus,Active,258,1747301388,1747301388
1402,CJ-58254503,A343,Airbus A340-300,Airbus,Active,58,1747301388,1747301388
1403,XQ-09357488,A359,Airbus A350-900,Airbus,Maintenance,253,1747301388,1747301388
1404,WY-07095604,A321,Airbus A321,Airbus,Maintenance,547,1747301388,1747301388
1405,PU-62374987,A318,Airbus A318,Airbus,Active,48,1747301388,1747301388
1406,LQ-76346176,A21N,Airbus A321neo,Airbus,Active,358,1747301388,1747301388
1407,GK-49445360,AT43,Aerospatiale/Alenia ATR 42-300 / 320,Aerospatiale/Alenia,Active,588,1747301388,1747301388
1408,XN-69385905,A21N,Airbus A321neo,Airbus,Maintenance,49,1747301388,1747301388
1409,UT-37679892,A310,Airbus A310-200,Airbus,Active,152,1747301388,1747301388
1410,RF-27604513,A346,Airbus A340-600,Airbus,Active,521,1747301388,1747301388
1411,MU-12189725,A748,Hawker Siddeley HS 748,Hawker,Maintenance,426,1747301388,1747301388
1412,JI-21976072,A318,Airbus A318,Airbus,Maintenance,320,1747301388,1747301388
1413,AU-55975098,AN26,Antonov An-26,Antonov,Maintenance,56,1747301388,1747301388
1414,LM-21375272,B3XM,Boeing 737 MAX 10,Boeing,Maintenance,144,1747301388,1747301388
1415,ED-20975441,A318,Airbus A318,Airbus,Maintenance,499,1747301388,1747301388
1416,OS-97931009,A19N,Airbus A319neo,Airbus,Maintenance,424,1747301388,1747301388
1417,DL-00979202,A319,Airbus A319,Airbus,Active,98,1747301388,1747301388
1418,VK-98995480,A748,Hawker Siddeley HS 748,Hawker,Maintenance,256,1747301388,1747301388
1419,IM-99382563,AT46,Aerospatiale/Alenia ATR 42-600,Aerospatiale/Alenia,Maintenance,25,1747301388,1747301388
1420,QA-62036248,ATP,British Aerospace ATP,British,Active,89,1747301388,1747301388
1421,VL-34950500,A318,Airbus A318,Airbus,Maintenance,545,1747301388,1747301388
1422,ET-83520538,B37M,Boeing 737 MAX 7,Boeing,Active,379,1747301388,1747301388
1423,NV-46228013,A332,Airbus A330-200,Airbus,Maintenance,38,1747301388,1747301388
1424,TI-40552983,AN28,Antonov An-28,Antonov,Maintenance,537,1747301388,1747301388
1425,NN-41916820,A359,Airbus A350-900,Airbus,Maintenance,556,1747301388,1747301388
1426,CD-70304050,A306,Airbus A300-600,Airbus,Active,637,1747301388,1747301388
1427,FQ-26540944,A339,Airbus A330-900,Airbus,Active,214,1747301388,1747301388
1428,UM-58495276,B3XM,Boeing 737 MAX 10,Boeing,Active,354,1747301388,1747301388
1429,QP-45532868,ATP,British Aerospace ATP,British,Active,110,1747301388,1747301388
1430,FK-81871591,A319,Airbus A319,Airbus,Active,130,1747301388,1747301388
1431,GF-30437107,AN30,Antonov An-30,Antonov,Maintenance,19,1747301388,1747301388
1432,YN-56862624,A346,Airbus A340-600,Airbus,Active,105,1747301388,1747301388
1433,PC-71802013,A400,Airbus A400M Atlas,Airbus,Active,9,1747301388,1747301388
1434,NO-58848040,AT73,Aerospatiale/Alenia ATR 72-211/-212,Aerospatiale/Alenia,Maintenance,267,1747301388,1747301388
1435,HV-64538430,A19N,Airbus A319neo,Airbus,Active,227,1747301388,1747301388
1436,NW-81652299,AT76,Aerospatiale/Alenia ATR 72-212A (600),Aerospatiale/Alenia,Active,130,1747301388,1747301388
1437,CA-35041206,A124,Antonov An-124 Ruslan,Antonov,Active,52,1747301388,1747301388
1438,SV-24278742,AT45,Aerospatiale/Alenia ATR 42-500,Aerospatiale/Alenia,Maintenance,624,1747301388,1747301388
1439,BM-95633093,A124,Antonov An-124 Ruslan,Antonov,Maintenance,569,1747301388,1747301388
1440,XN-66209856,B39M,Boeing 737 MAX 9,Boeing,Maintenance,262,1747301388,1747301388
1441,DT-56513458,A342,Airbus A340-200,Airbus,Active,439,1747301388,1747301388
1442,ND-82970326,AN72,Antonov An-72 / An-74,Antonov,Maintenance,37,1747301388,1747301388
1443,ZY-16091898,A388,Airbus A380-800,Airbus,Active,513,1747301388,1747301388
1444,QJ-18478503,B38M,Boeing 737 MAX 8,Boeing,Maintenance,442,1747301388,1747301388
1445,YR-44326429,B190,Beechcraft 1900,Beechcraft,Active,531,1747301388,1747301388
1446,HC-42592860,A332,Airbus A330-200,Airbus,Active,402,1747301388,1747301388
1447,CH-52451095,A359,Airbus A350-900,Airbus,Active,225,1747301388,1747301388
1448,SN-59146912,A3ST,"Airbus A300-600ST ""Super Transporter"" / ""Beluga""",Airbus,Active,408,1747301388,1747301388
1449,LN-54822912,A748,Hawker Siddeley HS 748,Hawker,Active,200,1747301388,1747301388
1450,TE-99551191,A35K,Airbus A350-1000,Airbus,Active,15,1747301388,1747301388
1451,GF-75758811,A333,Airbus A330-300,Airbus,Active,261,1747301388,1747301388
1452,XD-27890935,A320,Airbus A320,Airbus,Maintenance,576,1747301388,1747301388
1453,ZB-69037171,A346,Airbus A340-600,Airbus,Maintenance,598,1747301388,1747301388
1454,WJ-35236831,A343,Airbus A340-300,Airbus,Maintenance,56,1747301388,1747301388
1455,QT-66481154,A359,Airbus A350-900,Airbus,Maintenance,574,1747301388,1747301388
1456,YD-43314902,B190,Beechcraft 1900,Beechcraft,Active,427,1747301388,1747301388
1457,IT-83064797,A306,Airbus A300-600,Airbus,Maintenance,48,1747301388,1747301388
1458,TS-77839973,AN72,Antonov An-72 / An-74,Antonov,Maintenance,380,1747301388,1747301388
1459,EO-28060579,A21N,Airbus A321neo,Airbus,Maintenance,119,1747301388,1747301388
1460,YN-48603313,B37M,Boeing 737 MAX 7,Boeing,Maintenance,157,1747301388,1747301388
1461,GX-05754581,AN72,Antonov An-72 / An-74,Antonov,Active,445,1747301388,1747301388
1462,YT-46101742,AT45,Aerospatiale/Alenia ATR 42-500,Aerospatiale/Alenia,Active,444,1747301388,1747301388
1463,SW-37554620,A339,Airbus A330-900,Airbus,Maintenance,473,1747301388,1747301388
1464,SQ-69928075,AN30,Antonov An-30,Antonov,Maintenance,106,1747301388,1747301388
1465,GE-11122335,B38M,Boeing 737 MAX 8,Boeing,Maintenance,10,1747301388,1747301388
1466,AT-97770861,AN12,Antonov An-12,Antonov,Active,51,1747301388,1747301388
1467,TF-24888053,A124,Antonov An-124 Ruslan,Antonov,Active,8,1747301388,1747301388
1468,BA-22939384,AT73,Aerospatiale/Alenia ATR 72-211/-212,Aerospatiale/Alenia,Maintenance,88,1747301388,1747301388
1469,TD-57254568,A332,Airbus A330-200,Airbus,Active,185,1747301388,1747301388
1470,NK-36840100,A748,Hawker Siddeley HS 748,Hawker,Maintenance,392,1747301388,1747301388
1471,AD-50295078,A21N,Airbus A321neo,Airbus,Maintenance,215,1747301388,1747301388
1472,RQ-84680023,A339,Airbus A330-900,Airbus,Maintenance,160,1747301388,1747301388
1473,HM-82441698,A342,Airbus A340-200,Airbus,Active,134,1747301388,1747301388
